bc.no,inter,dose.type,species,species2,cicon,cicon2,identified.as,compound,metab.type,subclass,method,meth.extr,biofluid,hydrolysis.full,hydroylsis,quantified,trace,comments
1087,218,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,91,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
221,76,Experimental food,rat,Rat,30305203,303052,homovanillic acid,Homovanillic acid,Aglycone,Hydroxyphenylacetic acids,90,NS,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1089,218,Experimental food,rat,Rat,30305203,303052,homovanillic acid,Homovanillic acid,Aglycone,Hydroxyphenylacetic acids,91,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
1795,294,Food,rat,Rat,30305203,303052,3-methoxy-4-hydroxyphenyl-acetic acid,Homovanillic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
1796,295,Food,rat,Rat,30305203,303052,3-methoxy-4-hydroxyphenyl-acetic acid,Homovanillic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
528,130,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
529,131,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
530,132,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
531,133,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
532,134,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
533,130,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
534,131,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
535,132,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
536,133,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
537,134,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
1072,215,Pure compound,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1073,216,Pure compound,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1074,217,Pure compound,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1075,214,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1086,218,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,91,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
1343,297,Experimental food,rat,Rat,30306003,303060,3-hydroxy-phenyl-acetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1344,247,Experimental food,rat,Rat,30306003,303060,3-hydroxy-phenyl-acetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1345,248,Experimental food,rat,Rat,30306003,303060,3-hydroxy-phenyl-acetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1346,249,Pure compound,rat,Rat,30306003,303060,3-hydroxy-phenyl-acetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1400,250,Pure compound,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1401,251,Pure compound,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1402,252,Pure compound,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1403,253,Pure compound,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1404,254,Experimental food,rat,Rat,30306003,303060,3-hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1791,294,Food,rat,Rat,30306003,303060,3-hydroxy-phenyl-acetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
1792,295,Food,rat,Rat,30306003,303060,3-hydroxy-phenyl-acetic acid,3-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
279,92,Food,rat,Rat,30306503,303065,phenylacetyl aminoacetic acid,Phenacetylglycine,Aglycone,Hydroxyphenylacetic acids,78,None,urine,None,no,TRUE,FALSE,
518,130,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
519,131,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
520,132,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
521,133,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
522,134,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
523,130,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
524,131,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
525,132,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
526,133,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
527,134,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
1094,218,Experimental food,rat,Rat,30306603,303066,phenylacetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,91,LLE,plasma,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
1339,297,Experimental food,rat,Rat,30306603,303066,phenyl-acetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1340,247,Experimental food,rat,Rat,30306603,303066,phenyl-acetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1341,248,Experimental food,rat,Rat,30306603,303066,phenyl-acetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1342,249,Pure compound,rat,Rat,30306603,303066,phenyl-acetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1789,294,Food,rat,Rat,30306603,303066,phenyl-acetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
1790,295,Food,rat,Rat,30306603,303066,phenyl-acetic acid,Phenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
1096,218,Experimental food,rat,Rat,30306703,303067,4-hydroxymandelic acid,4-Hydroxymandelic acid,Aglycone,Hydroxyphenylacetic acids,91,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
702,135,Pure compound,rat,Rat,30506003,305060,4-hydroxyphenylpropionic acid,Dihydro-p-coumaric acid,Aglycone,Hydroxyphenylpropanoic acids,75,SPE,urine,None,no,TRUE,FALSE,
1118,221,Pure compound,rat,Rat,30506303,305063,dihydrocaffeic acid,Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,urine,None,no,FALSE,FALSE,
1078,215,Pure compound,rat,Rat,30506303,305063,"3,4-dihydroxyphenylpropionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1079,216,Pure compound,rat,Rat,30506303,305063,"3,4-dihydroxyphenylpropionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1080,217,Pure compound,rat,Rat,30506303,305063,"3,4-dihydroxyphenylpropionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1081,214,Experimental food,rat,Rat,30506303,305063,"3,4-dihydroxyphenylpropionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1371,247,Experimental food,rat,Rat,30506303,305063,"3,4-dihydroxyphenyl-propionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1372,248,Experimental food,rat,Rat,30506303,305063,"3,4-dihydroxyphenyl-propionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1373,249,Pure compound,rat,Rat,30506303,305063,"3,4-dihydroxyphenyl-propionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1434,250,Pure compound,rat,Rat,30506303,305063,"3,4-dihydroxyphenylpropionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1435,251,Pure compound,rat,Rat,30506303,305063,"3,4-dihydroxyphenylpropionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1813,294,Food,rat,Rat,30506303,305063,"3,4-dihydroxyphenyl-propionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
1814,295,Food,rat,Rat,30506303,305063,"3,4-dihydroxyphenyl-propionic acid",Dihydrocaffeic acid,Aglycone,Hydroxyphenylpropanoic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
1090,218,Experimental food,rat,Rat,30506403,305064,3-(3-hydroxyphenyl)-3-hydroxypropionic acid,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Aglycone,Hydroxyphenylpropanoic acids,91,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
1174,225,Pure compound,rat,Rat,30506503,305065,"3-(3,4-dihydroxyphenyl)-2-methyoxypropionic acid","3-(3,4-Dihydroxyphenyl)-2-methoxypropionic acid",Aglycone,Hydroxyphenylpropanoic acids,78,LLE,urine,None,no,FALSE,FALSE,
1175,225,Pure compound,rat,Rat,30506503,305065,"3-(3,4-dihydroxyphenyl)-2-methyoxypropionic acid","3-(3,4-Dihydroxyphenyl)-2-methoxypropionic acid",Aglycone,Hydroxyphenylpropanoic acids,78,LLE,urine,None,no,FALSE,FALSE,
1176,226,Pure compound,rat,Rat,30506503,305065,"3-(3,4-dihydroxyphenyl)-2-methyoxypropionic acid","3-(3,4-Dihydroxyphenyl)-2-methoxypropionic acid",Aglycone,Hydroxyphenylpropanoic acids,78,LLE,urine,None,no,FALSE,FALSE,
658,130,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
659,131,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
660,132,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
661,133,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
662,134,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
1438,255,Pure compound,rat,Rat,30506603,305066,3-(3-hydroxyphenyl)-propionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,plasma,None,no,TRUE,FALSE,
1439,255,Pure compound,rat,Rat,30506603,305066,3-(3-hydroxyphenyl)-propionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,urine,None,no,TRUE,FALSE,
663,130,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
664,131,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
665,132,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
666,133,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
667,134,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
1050,215,Pure compound,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1051,216,Pure compound,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1052,217,Pure compound,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1053,214,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1054,215,Pure compound,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,plasma,?-glucuronidase,yes,TRUE,FALSE,
1055,216,Pure compound,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,plasma,?-glucuronidase,yes,TRUE,FALSE,
1088,218,Experimental food,rat,Rat,30506603,305066,3-(3-hydroxyphenyl)propionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,91,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
1351,297,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenyl-propionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1352,247,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenyl-propionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1353,248,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenyl-propionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1354,249,Pure compound,rat,Rat,30506603,305066,3-hydroxyphenyl-propionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1414,254,Experimental food,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1415,250,Pure compound,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1416,251,Pure compound,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1417,252,Pure compound,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1418,253,Pure compound,rat,Rat,30506603,305066,3-hydroxyphenylpropionic acid,3-Hydroxyphenylpropionic acid,Aglycone,Hydroxyphenylpropanoic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1116,221,Pure compound,rat,Rat,30507203,305072,dihydroferulic acid,Dihydroferulic acid,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1117,221,Pure compound,rat,Rat,30507203,305072,dihydroferulic acid,Dihydroferulic acid,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,urine,None,no,FALSE,FALSE,
1122,222,Food,rat,Rat,30507203,305072,dihydroferulic acid,Dihydroferulic acid,Aglycone,Hydroxyphenylpropanoic acids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Baseline conc subtracted
1023,212,Pure compound,rat,Rat,30507403,305074,dihydrosinapic acid,Dihydrosinapic acid,Aglycone,Hydroxyphenylpropanoic acids,78,PP,urine,None,no,FALSE,FALSE,
1027,211,Pure compound,rat,Rat,30507603,305076,dihydroferuloylglycine,Dihydroferuloylglycine,Aglycone,Hydroxyphenylpropanoic acids,78,PP,urine,None,no,FALSE,FALSE,
499,129,Experimental food,rat,Rat,30507703,305077,danshensu,Danshensu,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1168,225,Pure compound,rat,Rat,30507703,305077,danshensu,Danshensu,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1169,225,Pure compound,rat,Rat,30507703,305077,danshensu,Danshensu,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,urine,None,no,FALSE,FALSE,
1171,225,Pure compound,rat,Rat,30507903,305079,4-hydroxy-3-methyloxyphenyl lactic acid,3-Methoxy-4-hydroxyphenyllactic acid,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1172,225,Pure compound,rat,Rat,30507903,305079,4-hydroxy-3-methyloxyphenyl lactic acid,3-Methoxy-4-hydroxyphenyllactic acid,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,urine,None,no,FALSE,FALSE,
1173,225,Pure compound,rat,Rat,30507903,305079,3-hydroxy-4-methyloxyphenyl lactic acid,3-Methoxy-4-hydroxyphenyllactic acid,Aglycone,Hydroxyphenylpropanoic acids,78,LLE,urine,None,no,FALSE,FALSE,
1194,225,Pure compound,rat,Rat,30508103,305081,"3,4-dihydroxyphenyllactic acid methyl ester","3,4-Dihydroxyphenyllactic acid methyl ester",Aglycone,Hydroxyphenylpropanoic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1195,225,Pure compound,rat,Rat,30508103,305081,"3,4-dihydroxyphenyllactic acid methyl ester","3,4-Dihydroxyphenyllactic acid methyl ester",Aglycone,Hydroxyphenylpropanoic acids,78,LLE,urine,None,no,FALSE,FALSE,
