bc.no,inter,dose.type,species,species2,cicon,cicon2,identified.as,compound,metab.type,subclass,method,meth.extr,biofluid,hydrolysis.full,hydroylsis,quantified,trace,comments
731,140,Food,human,Human,10603103,106031,hesperetin-7-O-glucuronide,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 7.5 h for 5-10 h
732,141,Experimental food,human,Human,10603103,106031,hesperetin-7-O-glucuronide,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 2.5 h for 0-5 h
733,142,Experimental food,human,Human,10603103,106031,hesperetin-7-O-glucuronide,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 7.5 h for 5-10 h
752,144,Food,human,Human,10603103,106031,hesperetin-7-glucuronide,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,plasma,None,no,FALSE,FALSE,
753,145,Food,human,Human,10603103,106031,hesperetin-7-glucuronide,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,plasma,None,no,FALSE,FALSE,
758,144,Food,human,Human,10603103,106031,hesperetin-7-glucuronide,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
759,145,Food,human,Human,10603103,106031,hesperetin-7-glucuronide,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
781,146,Food,human,Human,10603103,106031,hesperetin 7-glucuronide,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
782,146,Food,human,Human,10603103,106031,hesperetin 3'-O-glucuronide,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
783,146,Food,human,Human,10603103,106031,hesperetin 3'-sulfate,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
2149,371,Experimental food,human,Human,10603103,106031,hesperetin 7-O-glucuronide,Hesperetin 7-O-glucuronide,Glucuronide,Flavanones,78,NA,urine,None,no,FALSE,FALSE,
737,140,Food,human,Human,10603203,106032,hesperetin-3'-O-sulfate,Hesperetin 3'-sulfate,Sulfate,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 7.5 h for 5-10 h
738,141,Experimental food,human,Human,10603203,106032,hesperetin-3'-O-sulfate,Hesperetin 3'-sulfate,Sulfate,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 2.5 h for 0-5 h
739,142,Experimental food,human,Human,10603203,106032,hesperetin-3'-O-sulfate,Hesperetin 3'-sulfate,Sulfate,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 7.5 h for 5-10 h
743,140,Food,human,Human,10603503,106035,naringenin-4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 7.5 h for 5-10 h
744,141,Experimental food,human,Human,10603503,106035,naringenin-4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 2.5 h for 0-5 h
745,142,Experimental food,human,Human,10603503,106035,naringenin-4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 7.5 h for 5-10 h
772,144,Food,human,Human,10603503,106035,naringenin-4'-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,SPE,plasma,None,no,FALSE,FALSE,
773,145,Food,human,Human,10603503,106035,naringenin-4'-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,SPE,plasma,None,no,FALSE,FALSE,
774,144,Food,human,Human,10603503,106035,naringenin-4'-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
775,145,Food,human,Human,10603503,106035,naringenin-4'-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
785,146,Food,human,Human,10603503,106035,naringenin 4'-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
838,162,Experimental food,human,Human,10603503,106035,naringenin 4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,PP,plasma,None,no,FALSE,FALSE,
839,163,Experimental food,human,Human,10603503,106035,naringenin 4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,PP,plasma,None,no,FALSE,FALSE,
840,162,Experimental food,human,Human,10603503,106035,naringenin 4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,PP,urine,None,no,TRUE,FALSE,
841,163,Experimental food,human,Human,10603503,106035,naringenin 4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,PP,urine,None,no,TRUE,FALSE,
842,162,Experimental food,human,Human,10603503,106035,naringenin 4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,PP,plasma,None,no,FALSE,FALSE,
843,163,Experimental food,human,Human,10603503,106035,naringenin 4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,PP,plasma,None,no,FALSE,FALSE,
844,162,Experimental food,human,Human,10603503,106035,naringenin 4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,PP,urine,None,no,TRUE,FALSE,
845,163,Experimental food,human,Human,10603503,106035,naringenin 4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,PP,urine,None,no,TRUE,FALSE,
902,177,Food,human,Human,10603503,106035,naringenin 4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
904,178,Food,human,Human,10603503,106035,naringenin 4'-O-glucuronide,Naringenin 4'-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
740,140,Food,human,Human,10603703,106037,naringenin-7-O-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 7.5 h for 5-10 h
741,141,Experimental food,human,Human,10603703,106037,naringenin-7-O-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 2.5 h for 0-5 h
742,142,Experimental food,human,Human,10603703,106037,naringenin-7-O-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,75,NS,urine,None,no,TRUE,FALSE,Used 7.5 h for 5-10 h
776,144,Food,human,Human,10603703,106037,naringenin-7-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,plasma,None,no,FALSE,FALSE,
777,145,Food,human,Human,10603703,106037,naringenin-7-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,plasma,None,no,FALSE,FALSE,
778,144,Food,human,Human,10603703,106037,naringenin-7-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
779,145,Food,human,Human,10603703,106037,naringenin-7-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
786,146,Food,human,Human,10603703,106037,naringenin 7-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
834,162,Experimental food,human,Human,10603703,106037,naringenin 7-O-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,PP,plasma,None,no,FALSE,FALSE,
835,163,Experimental food,human,Human,10603703,106037,naringenin 7-O-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,PP,plasma,None,no,FALSE,FALSE,
836,162,Experimental food,human,Human,10603703,106037,naringenin 7-O-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,PP,urine,None,no,TRUE,FALSE,
837,163,Experimental food,human,Human,10603703,106037,naringenin 7-O-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,PP,urine,None,no,TRUE,FALSE,
901,177,Food,human,Human,10603703,106037,naringenin 7-O-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
903,178,Food,human,Human,10603703,106037,naringenin 7-O-glucuronide,Naringenin 7-O-glucuronide,Glucuronide,Flavanones,78,SPE,urine,None,no,FALSE,FALSE,
722,140,Food,human,Human,10603803,106038,"hesperetin-3',7-O-diglucuronide","Hesperetin 3',7-O-diglucuronide",Glucuronide,Flavanones,93,NS,urine,None,no,FALSE,FALSE,
723,141,Experimental food,human,Human,10603803,106038,"hesperetin-3',7-O-diglucuronide","Hesperetin 3',7-O-diglucuronide",Glucuronide,Flavanones,93,NS,urine,None,no,FALSE,FALSE,
724,142,Experimental food,human,Human,10603803,106038,"hesperetin-3',7-O-diglucuronide","Hesperetin 3',7-O-diglucuronide",Glucuronide,Flavanones,93,NS,urine,None,no,FALSE,FALSE,
725,140,Food,human,Human,10603903,106039,"hesperetin-5,7-O-diglucuronide","Hesperetin 5,7-O-diglucuronide",Glucuronide,Flavanones,93,NS,urine,None,no,FALSE,FALSE,
726,141,Experimental food,human,Human,10603903,106039,"hesperetin-5,7-O-diglucuronide","Hesperetin 5,7-O-diglucuronide",Glucuronide,Flavanones,93,NS,urine,None,no,FALSE,FALSE,
727,142,Experimental food,human,Human,10603903,106039,"hesperetin-5,7-O-diglucuronide","Hesperetin 5,7-O-diglucuronide",Glucuronide,Flavanones,93,NS,urine,None,no,FALSE,FALSE,
991,205,Experimental food,human,Human,10800103,108001,kaempferol,Kaempferol,Aglycone,Flavonols,80,SPE,urine,None,no,TRUE,FALSE,
2185,373,Food,human,Human,10800103,108001,kaempferol,Kaempferol,Aglycone,Flavonols,78,LLE,urine,None,no,TRUE,FALSE,
2186,373,Food,human,Human,10800103,108001,kaempferol,Kaempferol,Aglycone,Flavonols,78,PP,plasma,None,no,TRUE,FALSE,
918,182,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,PP,urine,None,no,TRUE,FALSE,
940,191,Pure compound,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,PP,plasma,None,no,TRUE,FALSE,Check whether hydrolysed in paper
941,191,Pure compound,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,PP,urine,None,no,TRUE,FALSE,
954,193,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
968,194,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
972,195,Pure compound,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,PP,plasma,None,no,TRUE,FALSE,
973,196,Pure compound,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,75,PP,plasma,None,no,FALSE,TRUE,
974,197,Pure compound,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,75,PP,plasma,None,no,FALSE,TRUE,
975,198,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,80,SPE,plasma,None,no,TRUE,FALSE,
977,198,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,80,SPE,urine,None,no,TRUE,FALSE,
990,205,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,80,SPE,urine,None,no,TRUE,FALSE,
2183,373,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,LLE,urine,None,no,TRUE,FALSE,
2184,373,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,PP,plasma,None,no,TRUE,FALSE,
906,179,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,90,PP,plasma,sulfatase,yes,TRUE,FALSE,
939,190,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,91,SPE,plasma,sulfatase,yes,TRUE,FALSE,
905,179,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,90,PP,plasma,?-glucuronidase,yes,TRUE,FALSE,
125,41,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
127,42,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
131,43,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
133,44,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
135,45,Pure compound,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
174,45,Pure compound,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,LLE,plasma,?-glucuronidase and sulfatase,yes,FALSE,TRUE,
395,118,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
476,125,Pure compound,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
477,125,Pure compound,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
803,152,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
804,152,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,90,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
907,179,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
942,191,Pure compound,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,90,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
976,198,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
978,198,Experimental food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2205,851,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2206,852,Food,human,Human,10800203,108002,quercetin,Quercetin,Aglycone,Flavonols,78,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
947,193,Food,human,Human,10800403,108004,quercetin 3-glucoside,Quercetin 3-O-glucoside,Glycoside,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
970,194,Food,human,Human,10800403,108004,quercetin 3-glucoside,Quercetin 3-O-glucoside,Glycoside,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
938,189,Food,human,Human,10800703,108007,rutin,Quercetin 3-O-rutinoside,Glycoside,Flavonols,78,LLE,plasma,None,no,TRUE,FALSE,Used the middle of the range as the mean
944,193,Food,human,Human,10801903,108019,"quercetin 3,4'-diglucoside","Quercetin 3,4'-O-diglucoside",Glycoside,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
971,194,Food,human,Human,10801903,108019,"quercetin 3,4'-diglucoside","Quercetin 3,4'-O-diglucoside",Glycoside,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
909,179,Food,human,Human,10803403,108034,3'-methylquercetin,Isorhamnetin,Aglycone,Flavonols,90,PP,plasma,sulfatase,yes,TRUE,FALSE,"Non-detection, should remove"
908,179,Food,human,Human,10803403,108034,3'-methylquercetin,Isorhamnetin,Aglycone,Flavonols,90,PP,plasma,?-glucuronidase,yes,TRUE,FALSE,
126,41,Experimental food,human,Human,10803403,108034,3-O-methyl-quercetin,Isorhamnetin,Aglycone,Flavonols,78,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
128,42,Experimental food,human,Human,10803403,108034,3-O-methyl-quercetin,Isorhamnetin,Aglycone,Flavonols,78,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
129,43,Experimental food,human,Human,10803403,108034,3-O-methyl-quercetin,Isorhamnetin,Aglycone,Flavonols,78,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
132,44,Experimental food,human,Human,10803403,108034,3-O-methyl-quercetin,Isorhamnetin,Aglycone,Flavonols,78,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
136,45,Pure compound,human,Human,10803403,108034,3-O-methyl-quercetin,Isorhamnetin,Aglycone,Flavonols,78,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
396,121,Food,human,Human,10803403,108034,isorhamnetin,Isorhamnetin,Aglycone,Flavonols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,6-12 hours only
397,122,Food,human,Human,10803403,108034,isorhamnetin,Isorhamnetin,Aglycone,Flavonols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,6-12 hours only
910,179,Food,human,Human,10803403,108034,3'-methylquercetin,Isorhamnetin,Aglycone,Flavonols,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
948,193,Food,human,Human,10804503,108045,isorhamnetin 3-glucoside,Isorhamnetin 3-O-glucoside,Glycoside,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
969,194,Food,human,Human,10804503,108045,isorhamnetin 3-glucoside,Isorhamnetin 3-O-glucoside,Glycoside,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
911,179,Food,human,Human,10806103,108061,quercetin 3-glucuronide,Quercetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
919,183,Experimental food,human,Human,10806103,108061,quercetin 3-glucuronide,Quercetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,TRUE,FALSE,
920,183,Experimental food,human,Human,10806103,108061,quercetin 3-glucuronide,Quercetin 3-O-glucuronide,Glucuronide,Flavonols,78,NS,urine,None,no,TRUE,FALSE,
945,193,Food,human,Human,10806103,108061,quercetin 3-glucuronide,Quercetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
946,193,Food,human,Human,10806103,108061,quercetin 3-glucuronide,Quercetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,urine,None,no,FALSE,FALSE,
959,194,Food,human,Human,10806103,108061,quercetin 3-glucuronide,Quercetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,TRUE,FALSE,
960,194,Food,human,Human,10806103,108061,quercetin 3-glucuronide,Quercetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,urine,None,no,TRUE,FALSE,
912,179,Food,human,Human,10806203,108062,3'-methylquercetin 3-glucuronide,Isorhamnetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
923,183,Experimental food,human,Human,10806203,108062,isorhamnetin 3-glucuronide,Isorhamnetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,TRUE,FALSE,
924,183,Experimental food,human,Human,10806203,108062,isorhamnetin 3-glucuronide,Isorhamnetin 3-O-glucuronide,Glucuronide,Flavonols,78,NS,urine,None,no,TRUE,FALSE,
951,193,Food,human,Human,10806203,108062,isorhamnetin 3-glucuronide,Isorhamnetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
952,193,Food,human,Human,10806203,108062,isorhamnetin 3-glucuronide,Isorhamnetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,urine,None,no,FALSE,FALSE,
963,194,Food,human,Human,10806203,108062,isorhamnetin 3-glucuronide,Isorhamnetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,TRUE,FALSE,
964,194,Food,human,Human,10806203,108062,isorhamnetin 3-glucuronide,Isorhamnetin 3-O-glucuronide,Glucuronide,Flavonols,78,PP,urine,None,no,TRUE,FALSE,
913,179,Food,human,Human,10813203,108132,quercetin 3'-glucuronide,Quercetin 3'-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
926,183,Experimental food,human,Human,10813203,108132,quercetin 3'-glucuronide,Quercetin 3'-O-glucuronide,Glucuronide,Flavonols,78,NS,urine,None,no,TRUE,FALSE,
961,194,Food,human,Human,10813203,108132,quercetin 3'-glucuronide,Quercetin 3'-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,FALSE,TRUE,
962,194,Food,human,Human,10813203,108132,quercetin 3'-glucuronide,Quercetin 3'-O-glucuronide,Glucuronide,Flavonols,78,PP,urine,None,no,TRUE,FALSE,
914,179,Food,human,Human,10813303,108133,quercetin 3'-sulfate,Quercetin 3'-sulfate,Sulfate,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
955,193,Food,human,Human,10813303,108133,quercetin 3'-sulfate,Quercetin 3'-sulfate,Sulfate,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
956,193,Food,human,Human,10813303,108133,quercetin 3'-sulfate,Quercetin 3'-sulfate,Sulfate,Flavonols,78,PP,urine,None,no,FALSE,FALSE,
957,194,Food,human,Human,10813303,108133,quercetin 3'-sulfate,Quercetin 3'-sulfate,Sulfate,Flavonols,78,PP,plasma,None,no,TRUE,FALSE,
958,194,Food,human,Human,10813303,108133,quercetin 3'-sulfate,Quercetin 3'-sulfate,Sulfate,Flavonols,78,PP,urine,None,no,FALSE,TRUE,
925,183,Experimental food,human,Human,10813403,108134,quercetin 4'-glucuronide,Quercetin 4'-O-glucuronide,Glucuronide,Flavonols,78,NS,urine,None,no,TRUE,FALSE,
934,185,Food,human,Human,10813403,108134,quercetin 4'-glucuronide,Quercetin 4'-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,TRUE,FALSE,
953,193,Food,human,Human,10813403,108134,quercetin 4'-glucuronide,Quercetin 4'-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
967,194,Food,human,Human,10813403,108134,quercetin 4'-glucuronide,Quercetin 4'-O-glucuronide,Glucuronide,Flavonols,78,PP,urine,None,no,FALSE,TRUE,
915,179,Food,human,Human,10813503,108135,3'-methylquercetin 4'-glucuronide,Isorhamnetin 4'-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
949,193,Food,human,Human,10813503,108135,isorhamnetin 4'-glucuronide,Isorhamnetin 4'-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,FALSE,FALSE,
950,193,Food,human,Human,10813503,108135,isorhamnetin 4'-glucuronide,Isorhamnetin 4'-O-glucuronide,Glucuronide,Flavonols,78,PP,urine,None,no,FALSE,FALSE,
965,194,Food,human,Human,10813503,108135,isorhamnetin 4'-glucuronide,Isorhamnetin 4'-O-glucuronide,Glucuronide,Flavonols,78,PP,plasma,None,no,FALSE,TRUE,
966,194,Food,human,Human,10813503,108135,isorhamnetin 4'-glucuronide,Isorhamnetin 4'-O-glucuronide,Glucuronide,Flavonols,78,PP,urine,None,no,TRUE,FALSE,
2240,856,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,78,PP,urine,None,no,TRUE,FALSE,
2270,859,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,78,LLE,urine,None,no,TRUE,FALSE,
2285,862,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,78,LLE,urine,None,no,FALSE,TRUE,
2401,870,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,78,PP,plasma,None,no,TRUE,FALSE,
2402,871,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,78,PP,plasma,None,no,TRUE,FALSE,
2237,856,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2271,859,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2284,862,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2328,867,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2363,868,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2387,869,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2403,870,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2404,871,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2405,870,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2406,871,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2425,878,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2468,880,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2469,881,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2478,882,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2483,883,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2484,884,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2485,885,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2486,883,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2487,884,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
