method.full,method,analysis.type,food.group.full,food.group,food.subgroup,food,food.class,process.full,process,top.process,process.type,process.grouped,compound.class,compound.subclass,compound,conjugation,cicon,unit,mean.rf,min.rf,max.rf,sdev.rf,nraw.rf,rf.id
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Peas,"Dried pea, whole, raw",206,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.542443242,0.533999968,0.550952401,0.007560073,4,752
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Peas,"Pigeon pea, whole, raw",206,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.300819821,0.298524076,0.305209308,0.00300294,4,760
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Cabbages,"Broccoli, frozen",204,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,2.830499947,2.830499947,2.830499947,,1,812
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Cabbages,"Broccoli, raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.57981661,0.312086935,0.833460197,0.185569727,7,839
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Cabbages,"Brussel sprouts, raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.613021131,0.613021131,0.613021131,,1,843
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Cabbages,"Cauliflower, raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.6391158,0.498621315,0.715277791,0.121815474,3,871
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Cabbages,"Common cabbage [Red], raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.569525331,0.392949327,0.82418002,0.141971782,7,878
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Cabbages,"Common cabbage [Unknown colour], raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.417992832,0.417992832,0.417992832,,1,884
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Cabbages,"Kale, raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.218369985,0.218369985,0.218369985,,1,921
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. chinense [Green], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,1.827938719,1.827938719,1.827938719,,1,928
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. chinense [Yellow], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,1.745142045,1.745142045,1.745142045,,1,936
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. pubescens [Yellow], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,1.149226735,1.149226735,1.149226735,,1,944
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Fruit vegetables,"Eggplant [Purple], peeled, raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,2.362441649,2.362441649,2.362441649,,1,952
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Fruit vegetables,"Pepper [Unknown color], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.622029287,0.622029287,0.622029287,,1,954
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Fruit vegetables,"Sweet pepper [Green], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.913840687,0.85581198,0.951140184,0.050932718,3,963
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Fruit vegetables,"Sweet pepper [Red], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,1.013087169,0.799854333,1.244523618,0.222892848,3,971
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Fruit vegetables,"Sweet pepper [Yellow], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.784373127,0.784373127,0.784373127,,1,975
4 - pH differential method (anthocyanins),pH diff.,Grouped,Fruits and fruit products,Fruits,Fruits - Stalk vegetables,"Rhubarb, raw",401,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Anthocyanins,"Anthocyanins, total",ester,101000,mg/100 g fresh weight,1.363751657,1.066403263,1.950363331,0.399085717,4,344
4 - pH differential method (anthocyanins),pH diff.,Grouped,Vegetables,Vegetables,Cabbages,"Common cabbage [Red], raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Anthocyanins,"Anthocyanins, total",ester,101000,mg/100 g fresh weight,0.194207307,0.194207307,0.194207307,,1,874
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Citrus,Tangerine,401,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,free phenol,301009,mg/100 g fresh weight,0.547272739,0.547272739,0.547272739,,1,264
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,1.000432014,0.763392806,1.17338714,0.212376825,3,1009
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.604166701,0.562500045,0.687500015,0.072168766,3,1011
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,free phenol,302008,mg/100 g fresh weight,1.950000048,1.5,2.700000107,0.653834895,3,1013
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,2.625,1.5,3.75,1.125,3,1006
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Citrus,Tangerine,401,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavanones,Hesperidin,free phenol,106008,mg/100 g fresh weight,0.299862404,0.299862404,0.299862404,,1,262
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Pod vegetables,"Green bean, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavonols,Kaempferol 3-O-glucuronide,glycoside,108016,mg/100 g fresh weight,0.58,0.58,0.58,,1,1118
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavonols,Kaempferol 3-O-rutinoside,glycoside,108036,mg/100 g fresh weight,0.666666672,0.500000015,0.75,0.144337559,3,995
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Pod vegetables,"Green bean, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavonols,Kaempferol 3-O-xylosyl-rutinoside,glycoside,108105,mg/100 g fresh weight,0.463999972,0.463999972,0.463999972,,1,1119
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavanones,Naringenin 7-O-glucoside,glycoside,106022,mg/100 g fresh weight,1.182142854,0.75,1.724999964,0.496839479,3,991
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavanones,"Naringenin, total",compound group,106005,mg/100 g fresh weight,3.326923132,2.274999976,4.730769396,1.265143575,3,993
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Citrus,Tangerine,401,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavanones,Narirutin,glycoside,106010,mg/100 g fresh weight,0.232493773,0.232493773,0.232493773,,1,263
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid,free phenol,301002,mg/100 g fresh weight,1.75,0.75,2.25,0.866025404,3,1007
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 g fresh weight,0.6875,0.5625,0.75,0.108253175,3,998
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Pod vegetables,"Green bean, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavonols,Quercetin 3-O-glucuronide,glycoside,108061,mg/100 g fresh weight,0.432363639,0.432363639,0.432363639,,1,1120
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavonols,Quercetin 3-O-rutinoside,glycoside,108007,mg/100 g fresh weight,0.910982132,0.759433955,1.127358556,0.192338644,3,1004
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Pod vegetables,"Green bean, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavonols,Quercetin 3-O-rutinoside,glycoside,108007,mg/100 g fresh weight,0.483333322,0.483333322,0.483333322,,1,1123
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Pod vegetables,"Green bean, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavonols,Quercetin 3-O-xylosyl-rutinoside,glycoside,108104,mg/100 g fresh weight,0.463999972,0.463999972,0.463999972,,1,1124
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Citrus,Tangerine,401,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxybenzoic acids,Vanillic acid,free phenol,301004,mg/100 g fresh weight,0.424912262,0.424912262,0.424912262,,1,265
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Fruits and fruit products,Fruits,Fruits - Citrus,Tangerine,401,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.543617048,0.543617048,0.543617048,,1,266
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Fruits and fruit products,Fruits,Fruits - Citrus,Tangerine,401,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,free phenol,302008,mg/100 g fresh weight,0.41348146,0.41348146,0.41348146,,1,267
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavanones,Naringenin,free phenol,106001,mg/100 g fresh weight,0.378447838,0.21604047,0.671296299,0.159235369,6,989
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Fruits and fruit products,Fruits,Fruits - Citrus,Tangerine,401,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxycinnamic acids,p-Coumaric acid,free phenol,302001,mg/100 g fresh weight,0.458723416,0.458723416,0.458723416,,1,268
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 g fresh weight,0.768899556,0.360320292,1.50691241,0.418861178,6,999
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Fruits and fruit products,Fruits,Fruits - Citrus,Tangerine,401,Canned,Canned,yes,Industrial processing,Canned,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.463044777,0.463044777,0.463044777,,1,269
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Canned,Canned,yes,Industrial processing,Canned,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,1.072147161,0.905172497,1.318247169,0.217608103,3,1017
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Peas,"Dried pea, whole, raw",206,"Dehulled, soaked","Dehull, soak",no,Domestic cooking,Other domestic,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.436571272,0.378947371,0.490909106,0.053181737,4,753
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Peas,"Dried pea, whole, raw",206,"Dehulled, soaked, boiled","Dehull, soak, boil",no,Domestic cooking,Other domestic,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.144475452,0.088999995,0.202272733,0.05097254,4,754
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Peas,"Dried pea, whole, raw",206,"Dehulled, soaked, pressure-boiled","Dehull, soak, p.boil",no,Domestic cooking,Other domestic,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.11764643,0.066749996,0.161818173,0.044935005,4,755
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Other fruits,"Fig, whole, fresh",401,Dried,Dried,no,Industrial processing,Dried,Flavonoids,Flavanols,(-)-Epicatechin,free phenol,105002,mg/100 g fresh weight,1.154554774,0.523012649,1.629004702,0.420703738,6,323
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Other fruits,"Fig, whole, fresh",401,Dried,Dried,no,Industrial processing,Dried,Flavonoids,Flavanols,(+)-Catechin,free phenol,105001,mg/100 g fresh weight,2.226641522,0.784132579,4.232514734,1.323996649,6,324
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Plum, fresh",401,Dried,Dried,no,Industrial processing,Dried,Phenolic acids,Hydroxycinnamic acids,3-Caffeoylquinic acid,ester,302025,mg/100 g fresh weight,1.190359439,0.988946772,1.391772106,0.284840525,2,284
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Plum, fresh",401,Dried,Dried,no,Industrial processing,Dried,Phenolic acids,Hydroxycinnamic acids,3-p-Coumaroylquinic acid,ester,302034,mg/100 g fresh weight,1.075,0.86,1.29,0.304055916,2,285
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Plum, fresh",401,Dried,Dried,no,Industrial processing,Dried,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,2.5292361,2.454583402,2.603888798,0.105574858,2,286
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Other fruits,"Fig, whole, fresh",401,Dried,Dried,no,Industrial processing,Dried,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,2.37697098,0.247956435,4.155824621,1.456813076,6,328
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Other fruits,"Fig, whole, fresh",401,Dried,Dried,no,Industrial processing,Dried,Flavonoids,Anthocyanins,Cyanidin 3-O-rutinoside,glycoside,101010,mg/100 g fresh weight,0.203512219,0.073945167,0.436628606,0.131180285,6,322
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Other fruits,"Fig, whole, fresh",401,Dried,Dried,no,Industrial processing,Dried,Flavonoids,Flavonols,Kaempferol 3-O-glucoside,glycoside,108035,mg/100 g fresh weight,3.682183998,1.082475,9.169200972,2.980537706,6,325
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Other fruits,"Fig, whole, fresh",401,Dried,Dried,no,Industrial processing,Dried,Flavonoids,Flavonols,Quercetin 3-O-glucuronide,glycoside,108061,mg/100 g fresh weight,2.393834746,0.484551213,4.754399838,1.784792329,6,326
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Plum, fresh",401,Dried,Dried,no,Industrial processing,Dried,Flavonoids,Flavonols,Quercetin 3-O-rutinoside,glycoside,108007,mg/100 g fresh weight,0.808399972,0.481600002,1.135199943,0.46216495,2,283
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Other fruits,"Fig, whole, fresh",401,Dried,Dried,no,Industrial processing,Dried,Flavonoids,Flavonols,Quercetin 3-O-rutinoside,glycoside,108007,mg/100 g fresh weight,2.528004415,0.555188814,4.108603239,1.373230704,6,327
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Peas,"Pigeon pea, whole, raw",206,Dried,Dried,no,Industrial processing,Dried,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.680650845,0.272000008,1.163636398,0.372343027,6,761
5 - Folin assay,Folin assay,Grouped,Cereals and cereal products,Cereals,Cereals,"Barley, raw, hulled",602,Extruded,Extruded,no,Industrial processing,Other industrial,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.557872723,0.431486295,0.76275575,0.089501683,32,25
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Onion-family vegetables,"Onion [Red], raw",207,Freeze-dried,Fr. dried,no,Industrial processing,Freeze-dried,Flavonoids,Anthocyanins,Cyanidin 3-O-(6''-malonyl-glucoside),glycoside,101016,mg/100 g fresh weight,0.122000003,0.122000003,0.122000003,,1,1078
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Onion-family vegetables,"Onion [Red], raw",207,Freeze-dried,Fr. dried,no,Industrial processing,Freeze-dried,Flavonoids,Anthocyanins,Cyanidin 3-O-(6''-malonyl-laminaribioside),glycoside,101091,mg/100 g fresh weight,0.2135,0.2135,0.2135,,1,1080
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Onion-family vegetables,"Onion [Red], raw",207,Freeze-dried,Fr. dried,no,Industrial processing,Freeze-dried,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 g fresh weight,0.068319996,0.068319996,0.068319996,,1,1082
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Onion-family vegetables,"Onion [Red], raw",207,Freeze-dried,Fr. dried,no,Industrial processing,Freeze-dried,Flavonoids,Anthocyanins,Cyanidin 3-O-laminaribioside,glycoside,101088,mg/100 g fresh weight,0.14233334,0.14233334,0.14233334,,1,1084
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Onion-family vegetables,"Onion [Red], raw",207,Freeze-dried,Fr. dried,no,Industrial processing,Freeze-dried,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 g fresh weight,0.117425,0.117425,0.117425,,1,1086
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Onion-family vegetables,"Onion [Red], raw",207,Freeze-dried,Fr. dried,no,Industrial processing,Freeze-dried,Flavonoids,Flavonols,"Quercetin 3,4'-O-diglucoside",free phenol,108019,mg/100 g fresh weight,0.108449661,0.108449661,0.108449661,,1,1089
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Onion-family vegetables,"Onion [Red], raw",207,Freeze-dried,Fr. dried,no,Industrial processing,Freeze-dried,Flavonoids,Flavonols,Quercetin 4'-O-glucoside,glycoside,108067,mg/100 g fresh weight,0.116458079,0.116458079,0.116458079,,1,1093
