,uPPc_1,uPPc_2,uPPc_3,uPPc_4,uPPc_5,uPPc_6,uPPc_7,uPPc_8,uPPc_9,uPPc_10,uPPc_11,uPPc_12,uPPc_13,uPPc_14,uPPc_15,uPPc_16,uPPc_17,uPPc_18,uPPc_19,uPPc_20,uPPc_21,uPPc_22,uPPc_23,uPPc_24,uPPc_25,uPPc_26,uPPc_27,uPPc_28,uPPc_29,uPPc_33,uPPc_34,uPPc_35,uPPc_36,uPPc_37,uPPc_38,uPPc_39
PP_001,0.2089,-0.17801,0.24553,-0.04331,0.29718,-0.1289,-0.00291,0.20766,-0.00973,-0.04115,0.20754,0.16975,-0.18599,0.11,0.0566,0.20534,0.11813,0.09506,-0.0086,0.05424,0.07653,0.20932,0.16755,-0.01428,0.02471,-0.03346,0.11867,0.11624,0.08629,0.11663,0.14472,0.23228,0.23013,0.16333,0.18111,-0.00623
PP_002,-0.04138,-0.10617,-0.11179,0.13567,0.23678,-0.14954,-0.24211,-0.09837,-0.07138,-0.19846,-0.08567,0.08197,-0.11356,-0.03059,0.07746,-0.2251,-0.04398,0.08962,0.10202,-0.06123,0.06702,0.06149,-0.05843,0.09497,0.09159,-0.17849,-0.05419,-0.1619,-0.14586,-0.15459,0.15504,0.17045,0.05406,0.14513,-0.24942,-0.39987
PP_012,-0.00681,0.06898,0.04741,0.14679,0.14274,-0.00362,-0.22531,-0.01294,-0.03863,0.05864,0.00817,0.00972,-0.07935,0.06911,-0.0761,-0.14761,0.04047,0.00599,0.02839,-0.00147,0.17431,0.15515,0.10224,0.01673,0.15692,0.10544,-0.15612,0.05573,0.03576,-0.0893,0.18294,0.04472,0.08994,0.1062,-0.09467,0.0393
PP_013,0.15792,0.43785,-0.0839,0.20274,-0.06194,0.01138,0.01593,-0.06326,0.12107,-0.01213,0.15449,0.11656,0.42072,0.19287,0.243,0.10741,0.32232,0.00848,0.04407,0.03058,0.09372,0.22852,0.34826,0.04753,0.13954,0.09551,0.06427,0.5567,0.15928,0.08811,0.06747,-0.0038,-0.00006,-0.04391,0.4248,0.5235
PP_014,0.15131,-0.00964,0.29386,0.16954,0.28294,-0.00347,0.05465,0.30646,0.15516,0.03639,0.17259,0.15935,-0.11638,-0.03147,0.01741,0.12611,0.00922,0.32322,0.15932,0.21797,0.16888,0.0571,-0.00393,0.22531,0.16504,-0.01132,0.17679,-0.0316,0.11137,0.14014,0.16541,0.20759,0.19341,0.15612,-0.05185,-0.16485
PP_015,0.00992,0.13118,0.07946,0.18971,0.13452,0.02902,-0.17258,0.01523,-0.01587,0.10334,0.03604,-0.0026,-0.0493,0.08671,-0.08961,-0.13949,0.0565,-0.02798,0.00525,0.02143,0.17336,0.18758,0.13948,-0.00334,0.17668,0.15715,-0.16954,0.10142,0.07531,-0.05242,0.19411,0.05015,0.11851,0.12735,-0.04491,0.11535
PP_018,-0.10356,0.4022,-0.25832,0.32695,-0.2104,0.11169,-0.14351,-0.28073,0.06108,-0.00342,-0.12831,-0.0215,0.28131,0.09969,0.03548,-0.23644,0.11693,-0.10742,0.0605,-0.08772,0.06638,0.05043,0.15454,0.0335,0.21377,0.01457,-0.2006,0.21211,0.00178,-0.10997,0.07284,-0.148,-0.16222,-0.07046,0.07403,0.29733
PP_020,0.15995,-0.33125,0.24714,-0.11484,0.23106,-0.12162,0.0748,0.24496,-0.01804,-0.03964,0.16406,0.09213,-0.34409,-0.03689,-0.04073,0.16788,0.01639,0.07572,-0.00669,0.08232,0.04037,0.06474,-0.02466,-0.02261,-0.08539,-0.05249,0.1599,-0.08841,0.01228,0.1289,-0.01329,0.2068,0.2147,0.1547,-0.00291,-0.23078
PP_021,0.20347,-0.17071,0.24156,-0.03755,0.2914,-0.12278,0.00027,0.20522,-0.00346,-0.05086,0.20029,0.16946,-0.17821,0.09726,0.05766,0.20347,0.11291,0.1008,-0.00043,0.05204,0.0746,0.19995,0.16027,0.00146,0.02652,-0.04251,0.12249,0.1153,0.08243,0.11655,0.15048,0.22905,0.21829,0.15674,0.17415,-0.00619
PP_022,0.13023,0.08173,0.14196,0.25189,0.07027,0.01918,0.00025,0.11935,0.09122,-0.01565,0.10572,0.08765,-0.06066,0.20364,-0.00229,0.0551,0.10039,0.11054,0.05425,0.1532,0.04097,0.08829,-0.00041,0.08902,0.20024,-0.00706,0.10366,0.00672,0.01689,0.01123,0.05915,0.02899,0.1327,0.194,-0.07184,-0.02584
PP_024,0.06448,0.10427,0.04905,0.18604,-0.00245,-0.00209,-0.02627,0.02222,0.08007,-0.03106,0.07561,0.06886,-0.01873,0.26413,-0.01475,-0.01034,0.08755,0.0177,-0.00162,0.14417,0.00667,0.09422,0.03547,0.029,0.17311,-0.00753,0.0189,0.03628,-0.00605,-0.06427,-0.01466,-0.00053,0.11444,0.20143,-0.06156,0.02707
PP_025,0.2125,-0.10441,0.21034,0.03871,0.15536,-0.10851,0.00391,0.14816,0.00336,-0.03518,0.15973,0.13884,-0.17872,0.12866,0.03757,0.08235,0.14425,0.01287,0.02751,0.0869,0.08031,0.18305,0.14003,-0.00979,0.07441,-0.00101,0.10288,0.14136,0.08398,0.12735,0.08226,0.12262,0.19329,0.10837,0.17812,0.02255
PP_026,0.34682,-0.24724,0.39833,-0.03066,0.40675,-0.10843,0.17365,0.38392,0.02238,0.10792,0.34549,0.20639,-0.24745,0.11591,0.10261,0.33857,0.13894,0.18811,-0.01482,0.15796,0.11357,0.28189,0.16626,-0.0339,0.06223,0.04318,0.27533,0.07186,0.18483,0.26634,0.14877,0.36104,0.30478,0.21184,0.1819,-0.1017
PP_028,0.11499,-0.18355,0.1622,-0.07529,0.10044,-0.12077,-0.02938,0.10465,-0.03904,-0.0457,0.08577,0.06889,-0.24938,0.08854,-0.06141,0.00901,0.03884,-0.06649,0.00896,0.0415,0.04326,0.08464,0.04163,-0.05367,-0.02031,-0.03259,0.02142,0.03859,0.02517,0.05147,0.0022,0.05403,0.1794,0.10039,0.05933,-0.0599
PP_029,0.16475,-0.06665,0.17726,0.12393,0.30801,-0.07955,-0.05847,0.17353,0.05442,-0.02901,0.14052,0.20633,-0.1475,0.08633,0.06001,0.07382,0.10711,0.24305,0.10579,0.18614,0.21961,0.199,0.12987,0.11377,0.15206,0.05154,0.0884,0.16335,0.16319,0.08029,0.20745,0.25766,0.17434,0.05502,0.09082,-0.03644
PP_030,-0.04138,-0.10617,-0.11179,0.13567,0.23678,-0.14954,-0.24211,-0.09837,-0.07138,-0.19846,-0.08567,0.08197,-0.11356,-0.03059,0.07746,-0.2251,-0.04398,0.08962,0.10202,-0.06123,0.06702,0.06149,-0.05843,0.09497,0.09159,-0.17849,-0.05419,-0.1619,-0.14586,-0.15459,0.15504,0.17045,0.05406,0.14513,-0.24942,-0.3998
PP_031,0.25702,-0.21767,0.22843,-0.08524,0.33538,-0.13058,0.02901,0.20602,-0.01444,0.0895,0.28634,0.16241,-0.2014,0.24536,0.06587,0.1783,0.15064,0.06546,-0.09224,0.11209,0.11591,0.31584,0.24702,-0.13347,0.04468,0.09573,0.10039,0.1545,0.17323,0.13904,0.09967,0.28609,0.25822,0.15703,0.24729,0.014
PP_032,0.19754,0.07072,0.29767,0.32022,0.16859,0.06014,0.08465,0.27241,0.11532,0.04294,0.15392,0.0991,-0.06388,0.08792,0.01173,0.13861,0.08356,0.22034,0.11697,0.18008,0.0912,0.12372,0.01005,0.16014,0.20724,0.03126,0.19159,-0.03071,0.08505,0.15101,0.13822,0.10624,0.16601,0.18555,-0.03962,-0.0807
PP_033,0.15587,-0.03173,0.17927,0.14401,0.31287,-0.05359,-0.04473,0.16553,0.05953,-0.01076,0.13844,0.19049,-0.14091,0.0973,0.02238,0.06269,0.09667,0.21272,0.09723,0.17347,0.21198,0.1916,0.13798,0.09889,0.1456,0.06968,0.04978,0.17581,0.18046,0.07617,0.209,0.26158,0.17823,0.07221,0.079,0.00141
PP_037,-0.00735,0.06026,0.04246,0.14051,0.14287,-0.00712,-0.22724,-0.01596,-0.04312,0.05412,0.00527,0.01451,-0.0835,0.06709,-0.07607,-0.14787,0.04112,0.01118,0.02962,-0.00637,0.17247,0.15093,0.0954,0.01681,0.15324,0.09948,-0.15358,0.05012,0.03023,-0.09269,0.1833,0.04066,0.08818,0.10406,-0.10408,0.02871
PP_038,0.12434,0.42655,-0.11767,0.19414,-0.10501,0.02119,0.02713,-0.09798,0.10625,-0.01329,0.12428,0.0909,0.41932,0.13601,0.23219,0.09397,0.33923,0.00597,0.0477,-0.00144,0.07258,0.16762,0.32189,0.05693,0.12176,0.078,0.05106,0.54576,0.11532,0.07623,0.04265,-0.04354,0.01505,0.00678,0.4038,0.5207
PP_040,0.15742,0.44135,-0.10048,0.18465,-0.07304,0.009,0.03291,-0.07307,0.13028,-0.01832,0.15296,0.11197,0.42863,0.17184,0.25489,0.12062,0.32166,0.01382,0.04764,0.02051,0.09154,0.20316,0.32275,0.05339,0.12234,0.09662,0.07247,0.56597,0.16061,0.09761,0.05147,-0.02518,-0.02035,-0.06284,0.4029,0.52688
PP_041,-0.00767,0.06127,0.04299,0.14118,0.14219,-0.00541,-0.2278,-0.01559,-0.04206,0.05453,0.00546,0.01346,-0.08329,0.06713,-0.07671,-0.1479,0.04172,0.00995,0.02858,-0.00595,0.17241,0.15159,0.09603,0.01637,0.15284,0.10071,-0.15471,0.05124,0.03112,-0.09237,0.1833,0.04041,0.08817,0.10376,-0.10252,0.03116
PP_043,0.00767,0.06127,0.04299,0.14118,0.14219,-0.00541,-0.2278,-0.01559,-0.04206,0.05453,0.00546,0.01346,-0.08329,0.06713,-0.07671,-0.1479,0.04172,0.00995,0.02858,-0.00595,0.17241,0.15159,0.09603,0.01637,0.15284,0.10071,-0.15471,0.05124,0.03112,-0.09237,0.1833,0.04041,0.08817,0.10376,-0.10252,0.03116
PP_044,0.28436,0.06987,0.19563,0.09337,0.12615,-0.07746,0.12226,0.20024,0.07157,-0.03779,0.22421,0.15835,0.03218,0.03682,0.17693,0.22659,0.25863,0.15562,0.03735,0.10739,0.07173,0.22595,0.24468,0.04738,0.05871,0.01995,0.23143,0.35083,0.12476,0.22449,0.05437,0.16007,0.13625,0.08284,0.34484,0.21093
PP_046,0.40507,-0.29748,0.45158,-0.06093,0.38257,-0.12443,0.19561,0.44915,0.03259,0.04896,0.35358,0.22476,-0.29276,0.07166,0.1111,0.35183,0.09143,0.27363,-0.00845,0.24091,0.1088,0.2559,0.1218,-0.00685,0.00769,0.02526,0.35519,0.03969,0.1462,0.31531,0.10429,0.34865,0.24436,0.15172,0.22508,-0.1734
PP_047,0.15554,-0.03185,0.1794,0.14397,0.31311,-0.05396,-0.0446,0.16551,0.05972,-0.01099,0.13792,0.19043,-0.14087,0.09685,0.02256,0.06261,0.09645,0.21244,0.09749,0.1739,0.21209,0.19155,0.13767,0.09924,0.14582,0.06951,0.05011,0.176,0.18031,0.07606,0.20849,0.2614,0.17826,0.07233,0.07832,0.0009
PP_050,-0.11167,-0.04336,-0.19615,-0.09852,-0.04774,-0.06696,-0.12226,-0.19572,-0.12253,-0.09086,-0.04981,-0.0656,-0.13956,0.03576,-0.11791,-0.12537,-0.14404,-0.16262,-0.02477,-0.14232,-0.07118,-0.10254,-0.1415,-0.0172,-0.07829,-0.07744,-0.15413,0.0788,-0.16411,-0.13157,-0.05399,-0.10761,0.06628,0.04439,-0.10613,0.05268
PP_051,0.00792,0.06082,0.04274,0.14054,0.14222,-0.00587,-0.22772,-0.01591,-0.04289,0.05414,0.00502,0.01337,-0.08372,0.06713,-0.07678,-0.14824,0.04124,0.01024,0.02899,-0.00604,0.17242,0.15089,0.09522,0.01631,0.15268,0.10028,-0.15463,0.05094,0.03062,-0.09272,0.18335,0.04027,0.08827,0.10415,-0.10362,0.0301
PP_052,0.10187,0.42439,-0.1641,0.18893,-0.12576,0.0195,0.01304,-0.14602,0.11033,-0.01689,0.10858,0.07944,0.41696,0.12747,0.20839,0.06897,0.31943,-0.01382,0.05978,-0.01537,0.08204,0.14719,0.29795,0.06557,0.12071,0.07014,0.03261,0.53094,0.09959,0.05343,0.02132,-0.06709,-0.00923,-0.00485,0.38306,0.51132
PP_053,0.15732,0.44132,-0.10058,0.18454,-0.07291,0.00909,0.03274,-0.07311,0.13062,-0.01859,0.15289,0.11215,0.42893,0.17139,0.25485,0.12075,0.32189,0.01387,0.04788,0.0206,0.0917,0.20302,0.32278,0.05365,0.12203,0.09658,0.07238,0.56598,0.16058,0.09742,0.05117,-0.02509,-0.02035,-0.06299,0.40235,0.52692
PP_054,0.08444,0.39886,-0.19491,0.17821,-0.12891,0.0147,0.00312,-0.17989,0.10986,-0.01771,0.09492,0.06399,0.39162,0.11799,0.17585,0.05575,0.2982,-0.0273,0.06454,-0.02567,0.0868,0.12898,0.26502,0.06897,0.11725,0.0566,0.02175,0.4995,0.08587,0.03409,-0.00035,-0.08207,-0.02249,-0.00721,0.35742,0.4815
PP_055,-0.00767,0.06127,0.04299,0.14118,0.14219,-0.00541,-0.2278,-0.01559,-0.04206,0.05453,0.00546,0.01346,-0.08329,0.06713,-0.07671,-0.1479,0.04172,0.00995,0.02858,-0.00595,0.17241,0.15159,0.09603,0.01637,0.15284,0.10071,-0.15471,0.05124,0.03112,-0.09237,0.1833,0.04041,0.08817,0.10376,-0.10252,0.0311
PP_056,0.00767,0.06127,0.04299,0.14118,0.14219,-0.00541,-0.2278,-0.01559,-0.04206,0.05453,0.00546,0.01346,-0.08329,0.06713,-0.07671,-0.1479,0.04172,0.00995,0.02858,-0.00595,0.17241,0.15159,0.09603,0.01637,0.15284,0.10071,-0.15471,0.05124,0.03112,-0.09237,0.1833,0.04041,0.08817,0.10376,-0.10252,0.0311
PP_057,0.09414,0.4075,-0.18112,0.18124,-0.1272,0.01483,0.00171,-0.16404,0.10541,-0.01728,0.09075,0.06307,0.40238,0.12532,0.19095,0.05547,0.30597,-0.01607,0.06125,-0.02346,0.08788,0.14122,0.28031,0.06294,0.12298,0.06674,0.02536,0.51204,0.09726,0.0456,0.00667,-0.07822,-0.01466,-0.00707,0.36878,0.49173
PP_059,0.20349,-0.17068,0.24157,-0.03754,0.29129,-0.12276,0.0002,0.20522,-0.0035,-0.0508,0.20029,0.16944,-0.1782,0.09726,0.05763,0.20347,0.113,0.10088,-0.00045,0.05198,0.07462,0.19984,0.1602,0.00142,0.02648,-0.04241,0.12247,0.11529,0.08244,0.11657,0.15051,0.22902,0.2183,0.1568,0.17429,-0.00608
PP_061,0.20349,-0.17076,0.24157,-0.03756,0.29137,-0.12277,0.00028,0.20522,-0.00343,-0.05084,0.20031,0.16944,-0.17827,0.09726,0.05763,0.20346,0.11292,0.10088,-0.00039,0.05204,0.07462,0.19995,0.16028,0.00146,0.0265,-0.04248,0.12248,0.11528,0.08243,0.11654,0.15051,0.22904,0.21828,0.15676,0.17413,-0.0061
PP_062,0.20349,-0.17076,0.24157,-0.03756,0.29137,-0.12277,0.00028,0.20522,-0.00343,-0.05084,0.20031,0.16944,-0.17827,0.09726,0.05763,0.20346,0.11292,0.10088,-0.00039,0.05204,0.07462,0.19995,0.16028,0.00146,0.0265,-0.04248,0.12248,0.11528,0.08243,0.11654,0.15051,0.22904,0.21828,0.15676,0.17413,-0.00619
PP_063,0.20348,-0.17067,0.24148,-0.0375,0.29128,-0.12259,0.00031,0.20514,-0.00338,-0.05077,0.20029,0.16932,-0.17824,0.09719,0.05752,0.20344,0.11293,0.10094,-0.00035,0.05203,0.07457,0.19997,0.16023,0.0015,0.0265,-0.04237,0.12242,0.11535,0.08252,0.11654,0.15047,0.22901,0.21822,0.15678,0.17409,-0.00614
PP_065,0.20439,-0.17058,0.24195,-0.03644,0.29179,-0.12192,0.00082,0.20526,-0.00323,-0.05093,0.2001,0.17019,-0.17781,0.09884,0.0574,0.20332,0.11429,0.10096,0.00018,0.05245,0.07506,0.20182,0.16064,0.00141,0.02758,-0.04165,0.12289,0.11611,0.08359,0.11702,0.1499,0.229,0.2191,0.1572,0.17521,-0.00597
PP_066,0.18812,0.03548,-0.27132,0.01161,-0.0328,-0.07145,-0.30337,-0.31603,-0.10631,-0.04463,-0.10681,-0.10754,-0.04764,0.17349,-0.15705,-0.34133,-0.03379,-0.2678,-0.0971,-0.13298,0.01611,0.09208,0.09604,-0.17017,0.05304,0.01482,-0.36022,0.1308,-0.02524,-0.28489,0.03001,-0.12607,-0.01128,0.05039,-0.00605,0.16294
PP_067,0.2302,-0.26597,0.3141,-0.09099,0.28596,-0.1447,0.01084,0.26689,-0.02667,-0.04144,0.21451,0.15031,-0.29247,0.09372,0.01905,0.20483,0.10787,0.08868,-0.01194,0.08847,0.07274,0.20043,0.11956,-0.04722,-0.0098,-0.01899,0.14983,0.05461,0.07692,0.13958,0.08165,0.23011,0.25495,0.17596,0.1248,-0.1047
PP_069,-0.1881,0.03543,-0.27126,0.01167,-0.03285,-0.07132,-0.30338,-0.31603,-0.10622,-0.04451,-0.10687,-0.10754,-0.0478,0.1735,-0.15706,-0.34146,-0.03377,-0.26791,-0.09709,-0.13294,0.01611,0.09199,0.09607,-0.17015,0.05314,0.01492,-0.36021,0.13068,-0.02538,-0.28486,0.03019,-0.12603,-0.01124,0.05042,-0.00606,0.163
PP_071,-0.01044,0.05628,0.03897,0.13882,0.14205,-0.0131,-0.2322,-0.01794,-0.04808,0.04931,0.00281,0.01544,-0.08465,0.06186,-0.07329,-0.14989,0.04059,0.01191,0.02724,-0.00851,0.16819,0.14753,0.09075,0.01677,0.15297,0.09432,-0.15486,0.04348,0.02514,-0.09694,0.18404,0.03897,0.08606,0.10142,-0.10829,0.02225
PP_072,0.12873,0.45764,-0.11356,0.19519,-0.09682,0.01284,0.00125,-0.09342,0.11651,-0.0207,0.13509,0.1047,0.4483,0.2024,0.24025,0.08403,0.30668,-0.01301,0.04258,0.01796,0.08332,0.20975,0.34398,0.03902,0.12964,0.08665,0.04199,0.55306,0.14139,0.06711,0.05226,-0.0298,-0.00974,-0.05826,0.42043,0.53508
PP_074,0.11696,0.43862,-0.11227,0.18879,-0.11338,0.01904,0.02549,-0.09099,0.10577,-0.01921,0.11848,0.09132,0.43859,0.14413,0.24641,0.09028,0.33215,-0.0035,0.04821,-0.00148,0.06599,0.16118,0.3253,0.0539,0.11417,0.07492,0.04731,0.5469,0.113,0.07706,0.04416,-0.04839,0.01938,0.00242,0.40646,0.5274
PP_075,-0.08817,-0.1349,-0.07055,-0.01415,0.15575,-0.11756,-0.35332,-0.0858,-0.10302,-0.12336,-0.08891,0.06309,-0.15134,0.00605,-0.00352,-0.17537,-0.05213,0.07534,0.07313,-0.02547,0.107,0.01404,-0.04851,0.07336,0.06231,-0.07619,-0.1124,-0.09168,-0.09954,-0.20702,0.11594,0.05929,0.0055,0.02295,-0.25417,-0.21835
PP_076,-0.07635,-0.11286,-0.05522,0.0069,0.15897,-0.10828,-0.34712,-0.07756,-0.09885,-0.10421,-0.08176,0.05812,-0.14407,0.01197,-0.00967,-0.17582,-0.03734,0.06546,0.07038,-0.0267,0.11233,0.02867,-0.0291,0.06825,0.07677,-0.05887,-0.11822,-0.08212,-0.09283,-0.19817,0.13099,0.05672,0.01303,0.03383,-0.24194,-0.19402
PP_077,0.09765,0.34823,-0.18172,0.17535,-0.11099,-0.00748,-0.00811,-0.17462,0.10873,-0.02728,0.09114,0.06993,0.32564,0.12079,0.15819,0.03955,0.28987,-0.03175,0.08508,-0.01292,0.09868,0.14453,0.25607,0.08111,0.12794,0.05079,0.03175,0.47353,0.09037,0.04637,0.00735,-0.08031,-0.01112,-0.01037,0.33322,0.43923
PP_078,0.14956,-0.07766,0.10136,0.02441,0.06733,-0.1199,-0.01512,0.03473,0.00699,-0.07641,0.10542,0.10917,-0.13322,0.11655,0.01013,0.00295,0.10283,-0.02067,0.04051,0.05299,0.05566,0.12723,0.12782,0.00312,0.06402,-0.02718,0.04235,0.17328,0.04118,0.07415,0.0993,0.05602,0.11063,0.04438,0.17521,0.06727
PP_081,-0.00806,0.06149,0.04361,0.14089,0.14207,-0.00477,-0.22773,-0.01486,-0.04102,0.0544,0.00608,0.01345,-0.0828,0.06884,-0.07628,-0.14734,0.04183,0.01044,0.0289,-0.00528,0.17313,0.15182,0.09663,0.01664,0.15269,0.10109,-0.15506,0.0521,0.0321,-0.09264,0.18237,0.04005,0.08859,0.10473,-0.10054,0.032
PP_082,0.1382,0.45324,-0.10679,0.19736,-0.08968,0.01263,0.00657,-0.08626,0.11804,-0.01812,0.14229,0.10892,0.44163,0.20233,0.24058,0.09183,0.31125,-0.00704,0.04195,0.02061,0.08644,0.21513,0.34703,0.04043,0.13223,0.08974,0.04899,0.55522,0.14718,0.07449,0.05484,-0.02516,-0.00788,-0.05338,0.42227,0.5331
PP_083,0.23804,0.26834,0.09277,0.14937,0.02463,-0.03484,0.09259,0.09776,0.10216,-0.03639,0.18057,0.15275,0.23328,0.0754,0.23656,0.16728,0.30162,0.09524,0.05609,0.0694,0.0693,0.2223,0.31511,0.07006,0.09214,0.05738,0.17013,0.48926,0.1347,0.18352,0.0794,0.06398,0.07634,0.03945,0.39652,0.395
PP_084,-0.0076,0.06159,0.04345,0.14193,0.14185,-0.00519,-0.22742,-0.0152,-0.04176,0.05472,0.0057,0.0132,-0.08296,0.06757,-0.07642,-0.14776,0.04213,0.00987,0.02823,-0.00591,0.17243,0.15202,0.0963,0.01617,0.15344,0.10098,-0.15468,0.05128,0.03151,-0.09223,0.18339,0.04014,0.08837,0.10414,-0.10252,0.03133
PP_085,-0.00773,0.0615,0.04327,0.14152,0.14188,-0.00519,-0.22772,-0.01528,-0.04172,0.05481,0.00572,0.01334,-0.08298,0.06713,-0.07644,-0.14778,0.042,0.00988,0.02833,-0.00601,0.17241,0.15175,0.09603,0.0162,0.15307,0.10092,-0.15486,0.05135,0.03136,-0.09235,0.1833,0.04013,0.08836,0.10414,-0.10252,0.0314
PP_086,0.11401,0.42671,-0.1386,0.1926,-0.1167,0.02303,0.01912,-0.12005,0.10652,-0.01457,0.11655,0.08702,0.41932,0.1328,0.22084,0.08159,0.33152,-0.00167,0.05349,-0.00843,0.07885,0.1591,0.31078,0.06102,0.12211,0.07374,0.04213,0.53967,0.10827,0.06454,0.03348,-0.05519,0.00479,0.00321,0.39445,0.5182
PP_088,0.13967,-0.21352,0.27821,0.0676,0.14844,-0.0319,0.0769,0.26135,0.02511,-0.16564,0.04296,0.01648,-0.36667,-0.14132,-0.07254,0.05244,-0.14759,0.22201,0.08024,0.09868,0.00538,-0.02302,-0.12011,0.09751,-0.03768,-0.12483,0.20408,-0.11666,-0.04264,0.11838,0.02634,0.10756,-0.00944,0.01924,-0.12778,-0.24994
PP_093,0.15701,0.44135,-0.1006,0.18438,-0.07338,0.00916,0.03271,-0.07325,0.13,-0.01847,0.15261,0.11149,0.42862,0.17183,0.25468,0.12031,0.32133,0.01346,0.0475,0.02017,0.09133,0.20279,0.32247,0.05319,0.12209,0.09644,0.07212,0.56573,0.16041,0.09725,0.05116,-0.02524,-0.02063,-0.06309,0.40265,0.52681
PP_095,0.15713,0.44136,-0.10057,0.18447,-0.07324,0.00913,0.03287,-0.07317,0.13006,-0.01842,0.15273,0.11163,0.42866,0.17183,0.25475,0.12042,0.32149,0.0135,0.04754,0.02027,0.09135,0.20284,0.32261,0.05325,0.12211,0.09651,0.0722,0.56575,0.16042,0.09735,0.05135,-0.02523,-0.02049,-0.063,0.40271,0.5268
PP_097,0.15731,0.4413,-0.1006,0.18447,-0.07286,0.00914,0.03275,-0.07316,0.13062,-0.01857,0.15294,0.11215,0.42893,0.17147,0.25487,0.12077,0.3219,0.01392,0.04784,0.02064,0.09169,0.2031,0.32283,0.05364,0.12207,0.09659,0.07242,0.56598,0.16061,0.09745,0.05127,-0.02502,-0.02034,-0.06291,0.40241,0.527
PP_104,0.08131,0.08202,-0.09081,-0.00836,-0.07177,-0.05874,0.05058,-0.07017,0.02648,0.03139,0.15942,0.13089,0.2541,0.02209,0.31934,0.14433,0.091,0.10234,0.00621,0.01797,-0.06088,0.03636,0.12489,0.0467,0.06846,-0.02269,0.20506,0.06009,0.02519,0.10105,-0.06037,-0.05579,-0.01008,-0.10093,0.07507,0.08329
PP_107,0.04421,0.11312,0.02783,0.16949,-0.02528,0.00718,-0.01318,-0.00107,0.09116,-0.01501,0.06416,0.06129,-0.002,0.27671,-0.00772,-0.03573,0.07565,-0.0073,-0.02756,0.13034,-0.0014,0.11085,0.05775,0.00354,0.16581,0.00468,0.0031,0.05462,-0.00358,-0.07565,-0.04128,-0.00932,0.08895,0.1821,-0.02396,0.0531
PP_110,0.25815,-0.07407,0.2418,0.07557,0.22893,-0.00779,0.14752,0.23694,0.1035,0.08038,0.26725,0.22551,-0.113,0.20352,0.09857,0.25575,0.24507,0.11691,0.04343,0.27652,0.12347,0.26308,0.17204,0.03223,0.10365,0.07298,0.22397,0.0846,0.18471,0.19694,0.02454,0.23267,0.24589,0.17982,0.13438,0.00838
PP_112,0.10591,0.09375,0.02334,0.1626,0.03486,0.08349,0.10684,0.01792,0.14317,0.03581,0.12276,0.15561,0.03772,0.15598,0.05646,0.10682,0.18776,0.07267,0.1101,0.23983,0.09177,0.14749,0.10815,0.11744,0.14363,0.03992,0.13382,0.08704,0.11502,0.09353,0.01488,0.03719,0.04601,0.06705,0.03524,0.1028
PP_117,0.11163,0.45562,-0.07853,0.20088,-0.09518,0.0154,0.02282,-0.05737,0.09931,-0.02835,0.10674,0.08758,0.45182,0.1483,0.2668,0.09821,0.32136,0.01033,0.03821,0.00917,0.04783,0.1634,0.3266,0.04836,0.12073,0.07169,0.05779,0.54751,0.10587,0.09797,0.06019,-0.03113,0.00771,-0.01956,0.41965,0.53643
PP_120,0.1123,0.46054,-0.07626,0.20002,-0.10185,0.0175,0.02323,-0.05761,0.10127,-0.02424,0.10755,0.08525,0.45555,0.13905,0.26979,0.09699,0.32182,0.01233,0.03557,0.01037,0.04574,0.1646,0.32579,0.05184,0.11654,0.07282,0.05562,0.54912,0.11001,0.09955,0.0632,-0.03413,0.00942,-0.02245,0.4212,0.53816
PP_125,0.13547,0.16759,0.01054,0.13139,0.0528,0.05115,-0.00272,0.00688,0.16276,0.04923,0.19245,0.15798,0.1214,0.21704,0.17135,0.10568,0.24682,0.12373,0.0624,0.1582,0.2137,0.33186,0.29158,0.08464,0.16038,0.08628,0.07967,0.31503,0.22006,0.07032,0.14691,0.09359,0.01683,0.02695,0.44191,0.2578
PP_126,0.15451,0.03956,0.24014,0.01683,0.252,0.01096,-0.029,0.23424,0.09678,0.11565,0.21138,0.15438,0.01867,0.09143,0.17359,0.17014,0.23566,0.0836,0.00773,0.15095,0.19705,0.30556,0.24222,0.0281,0.08799,0.14119,0.08704,0.22132,0.2464,0.08765,0.06812,0.2926,0.21686,0.09788,0.39968,0.13959
PP_128,0.11787,0.02263,0.22034,0.01647,0.23006,-0.02286,-0.03399,0.21506,0.11076,0.0817,0.19523,0.14466,0.00494,0.09495,0.14989,0.14701,0.17942,0.06335,-0.01211,0.11409,0.15829,0.28486,0.20471,0.01021,0.08144,0.10803,0.08592,0.15797,0.19071,0.07195,0.06581,0.26866,0.19589,0.09591,0.36998,0.092
PP_129,0.06438,-0.02721,0.22289,-0.01702,0.21785,-0.02956,-0.05824,0.21542,0.08041,0.08683,0.16303,0.10705,-0.04312,0.08138,0.09999,0.12515,0.12866,0.02996,-0.04705,0.09676,0.12984,0.24615,0.14799,-0.00777,0.04809,0.09069,0.03931,0.06699,0.15963,0.03437,0.02887,0.25878,0.20222,0.09104,0.2936,0.0174
