,uPPc_1,uPPc_2,uPPc_3,uPPc_4,uPPc_5,uPPc_6,uPPc_7,uPPc_8,uPPc_9,uPPc_10,uPPc_11,uPPc_12,uPPc_13,uPPc_14,uPPc_15,uPPc_16,uPPc_17,uPPc_18,uPPc_19,uPPc_20,uPPc_21,uPPc_22,uPPc_23,uPPc_24,uPPc_25,uPPc_26,uPPc_27,uPPc_28,uPPc_29,uPPc_33,uPPc_34,uPPc_35,uPPc_36,uPPc_37,uPPc_38,uPPc_39
PP_403,0.2098,-0.16841,0.22513,-0.10413,0.18912,-0.05817,0.09542,0.27615,-0.00388,0.14314,0.22855,0.09424,-0.03845,0.02188,0.18046,0.25516,0.11232,0.12,-0.07335,0.09592,0.08495,0.14331,0.13138,-0.0539,-0.02842,0.08461,0.18933,-0.01836,0.15299,0.17095,-0.02127,0.17481,0.26482,0.11634,0.10385,-0.09963
PP_405,-0.12295,0.34435,-0.34154,0.14443,-0.11943,0.17945,-0.08172,-0.35224,-0.02305,-0.07651,-0.0895,-0.15065,0.24953,0.07294,0.05993,-0.15263,-0.03965,-0.05759,-0.00713,-0.15205,-0.04296,-0.13796,0.02671,-0.00104,0.07206,-0.00438,-0.13005,0.14096,0.03614,-0.14448,0.05602,-0.12326,-0.17965,-0.04911,0.16321,0.18599
PP_406,-0.20872,0.12291,-0.41717,0.07548,-0.28613,0.12129,-0.22835,-0.44887,0.00765,-0.27436,-0.36826,-0.10407,0.0283,0.06684,-0.08309,-0.33464,-0.20755,0.02856,0.18678,-0.11557,-0.0206,-0.17009,0.01721,0.25521,0.09016,-0.08868,-0.24058,0.23265,-0.02681,-0.26849,0.0286,-0.34462,-0.40361,-0.15409,0.00859,0.12858
PP_409,0.15735,0.44135,-0.10052,0.18461,-0.07305,0.00904,0.03297,-0.07308,0.13021,-0.01833,0.15292,0.11188,0.42866,0.17184,0.25487,0.12057,0.32166,0.0137,0.0476,0.02045,0.09148,0.20304,0.32276,0.05334,0.12224,0.0966,0.0724,0.56588,0.16052,0.09755,0.05151,-0.02516,-0.02033,-0.06285,0.40284,0.52686
PP_410,-0.26308,0.11257,-0.27754,0.04166,-0.21207,0.01255,-0.17748,-0.23673,0.06226,-0.10998,-0.27407,-0.11382,0.13882,0.006,-0.05762,-0.26802,-0.07432,-0.19128,0.07718,-0.0865,-0.00336,-0.16321,-0.12421,0.07055,0.01785,-0.07075,-0.19979,-0.04921,-0.10158,-0.24647,-0.11452,-0.24904,-0.11369,-0.03205,-0.16597,-0.007
PP_411,0.25332,-0.06336,0.39355,0.01466,0.27297,-0.04587,0.14979,0.41368,0.01121,0.06538,0.19809,0.15655,0.04266,-0.02144,0.2685,0.29954,0.16866,0.20834,0.03269,0.13535,0.07037,0.10084,0.08888,0.01447,0.04426,0.01744,0.28138,-0.0064,0.14565,0.22568,-0.00343,0.25484,0.26393,0.14844,0.12274,-0.10709
PP_412,0.23031,0.22536,0.17849,0.13086,0.15757,-0.05173,0.14811,0.21323,0.06515,0.06622,0.23573,0.1649,0.3572,0.04154,0.40712,0.29161,0.28734,0.18998,0.05151,0.11097,0.07745,0.17739,0.279,0.08186,0.1318,0.08108,0.26947,0.32586,0.16709,0.23131,0.05212,0.1936,0.16823,0.05255,0.324,0.25228
PP_413,0.20298,-0.07703,0.3248,0.02788,0.2333,-0.00006,0.18394,0.34529,0.04177,0.14452,0.25019,0.11237,0.04056,-0.09563,0.24692,0.34947,0.09976,0.25118,0.06486,0.16838,0.07275,0.03643,0.00875,0.08401,0.03769,0.04394,0.34524,-0.13876,0.14803,0.2361,-0.10033,0.22561,0.20417,0.08195,0.011,-0.1982
PP_414,0.1505,-0.02347,0.26232,0.05895,0.20202,0.01563,0.15719,0.27,0.03822,0.12957,0.19614,0.08032,0.10307,-0.10015,0.23652,0.27991,0.0909,0.20951,0.09686,0.13502,0.08859,0.04173,0.0511,0.08793,0.06095,0.04079,0.29039,-0.10353,0.12029,0.18439,-0.09259,0.18383,0.15276,0.06106,0.01443,-0.16453
PP_415,0.18303,0.26889,0.09395,0.13046,0.0914,-0.0348,0.10103,0.12935,0.07562,0.06406,0.21505,0.14973,0.41334,0.07709,0.41647,0.26331,0.28327,0.11896,0.07748,0.08006,0.07358,0.15803,0.28455,0.08734,0.14535,0.08142,0.2245,0.34248,0.16393,0.17596,-0.00194,0.10018,0.15629,0.05089,0.31852,0.3088
PP_416,0.24256,-0.204,0.29988,-0.03852,0.32513,-0.13033,0.02203,0.25843,0.00377,-0.04535,0.23452,0.1944,-0.22446,0.08725,0.06401,0.23077,0.12572,0.13034,0.00262,0.09352,0.08905,0.22104,0.16316,-0.00151,0.02788,-0.02392,0.16424,0.10436,0.10361,0.15006,0.13513,0.26146,0.24737,0.16933,0.16162,-0.049
PP_417,0.07876,-0.04185,0.22779,-0.0334,0.24481,-0.05885,-0.05257,0.22023,0.08011,0.06711,0.18894,0.13211,-0.05762,0.0923,0.10605,0.14582,0.11832,0.04129,-0.03436,0.08957,0.13661,0.24595,0.16206,-0.02173,0.04586,0.08161,0.06024,0.08987,0.15222,0.04006,0.03845,0.26254,0.19466,0.10577,0.3006,0.01146
PP_418,0.31834,-0.30312,0.36016,-0.06184,0.33911,-0.18988,0.10981,0.37171,-0.01121,-0.06852,0.24128,0.21503,-0.27305,-0.02658,0.1059,0.30896,0.0963,0.27843,0.00059,0.13239,0.04916,0.16724,0.07003,-0.00261,0.01548,-0.07549,0.29573,-0.0415,0.02558,0.2388,0.15001,0.35569,0.17947,0.07935,0.11876,-0.2053
PP_419,0.07302,0.26578,0.00581,0.09671,0.07279,0.05358,-0.0731,0.01622,0.12712,0.09734,0.18368,0.10113,0.27974,0.20298,0.23394,0.11139,0.26413,-0.0116,0.02595,0.05201,0.21112,0.28746,0.33339,0.0279,0.12726,0.15109,0.01677,0.38867,0.26052,0.02903,0.00693,0.1073,0.12397,0.04572,0.50378,0.37147
PP_420,0.20301,-0.07697,0.3248,0.02795,0.23329,-0.00013,0.18395,0.34536,0.04172,0.14448,0.25021,0.11235,0.04054,-0.09559,0.24694,0.3495,0.09978,0.25119,0.06485,0.16834,0.0727,0.03644,0.00877,0.08398,0.03773,0.04388,0.34529,-0.13876,0.14804,0.23617,-0.1003,0.22564,0.20417,0.08192,0.01104,-0.19815
PP_421,0.21011,-0.11019,0.38501,0.17959,0.24465,0.02768,0.09238,0.34248,0.04867,-0.05006,0.07499,0.03589,-0.29064,-0.12491,-0.01782,0.10555,-0.0326,0.25327,0.11592,0.1314,0.08295,0.04733,-0.05748,0.14548,0.06695,-0.03045,0.25182,-0.09943,0.02476,0.17191,0.09069,0.19167,0.07248,0.0871,-0.11,-0.23233
PP_422,0.09183,0.44528,-0.07786,0.18221,-0.09453,0.01165,0.00024,-0.05138,0.11024,-0.03077,0.10822,0.09962,0.44227,0.14486,0.25932,0.08114,0.29882,-0.01462,0.04957,-0.00032,0.05357,0.16749,0.32782,0.05917,0.10948,0.06656,0.03362,0.54758,0.11648,0.05926,0.056,-0.02827,0.02604,-0.01726,0.40916,0.5335
PP_424,0.16598,-0.17209,0.32945,0.11301,0.18965,-0.00397,0.08887,0.30298,0.03139,-0.12401,0.04997,0.01238,-0.35002,-0.13694,-0.06279,0.07404,-0.10709,0.2301,0.08999,0.11053,0.02696,0.00439,-0.09718,0.11348,-0.00486,-0.09035,0.21938,-0.10883,-0.01861,0.13969,0.05394,0.14309,0.02584,0.04942,-0.11915,-0.24421
PP_425,0.18123,0.42156,0.01417,0.19593,-0.04307,-0.00697,0.07188,0.03509,0.1106,0.01175,0.18013,0.10217,0.41219,0.13313,0.32093,0.16389,0.33101,0.06582,0.04257,0.07954,0.04949,0.2104,0.32991,0.06652,0.14528,0.09602,0.13599,0.51974,0.14315,0.15661,0.09548,0.02177,0.05837,0.01547,0.40587,0.47639
PP_426,-0.23699,0.29361,-0.34818,0.00874,-0.22588,0.04977,-0.20532,-0.32408,0.0173,0.03841,-0.11771,-0.08617,0.31551,0.1069,0.0275,-0.20516,0.04597,-0.29082,0.00094,-0.12656,0.03728,-0.0174,0.10956,-0.06267,0.01099,0.06706,-0.25943,0.14691,0.03399,-0.22071,-0.14656,-0.24131,-0.04913,-0.02537,0.0002,0.29509
PP_427,0.38171,-0.08542,0.43029,0.20003,0.35837,-0.00731,0.19334,0.42772,0.12287,0.02123,0.23855,0.21587,-0.20271,-0.01735,0.12319,0.29605,0.16758,0.41119,0.11352,0.27639,0.18563,0.20592,0.11786,0.16704,0.13991,0.0513,0.36578,0.08092,0.17077,0.32373,0.19994,0.31769,0.18426,0.06767,0.16994,-0.10415
PP_432,0.01671,0.19477,-0.01258,0.07386,-0.02055,-0.00911,-0.04585,0.01562,0.05794,0.04591,0.02669,-0.00316,0.18333,0.18429,0.14363,0.04434,0.16726,-0.08301,0.02272,0.022,0.03281,0.09373,0.15055,0.00861,0.07598,0.04168,-0.01961,0.16217,0.0931,-0.0241,-0.10251,-0.05676,0.17112,0.15076,0.12765,0.19177
PP_433,0.27732,0.17947,0.23331,0.12519,0.17094,-0.07265,0.13678,0.27667,0.10788,0.05127,0.2614,0.1735,0.26927,0.07885,0.39437,0.33651,0.31609,0.19364,0.07042,0.14373,0.07399,0.23449,0.29857,0.0989,0.13055,0.05257,0.30194,0.33411,0.19751,0.24645,0.04434,0.1871,0.19328,0.07079,0.37811,0.25449
PP_434,0.16918,-0.11513,0.18546,-0.02503,0.14204,0.00472,0.07069,0.19167,0.11204,0.09751,0.09914,0.02504,-0.11471,0.05278,0.02664,0.08648,0.0904,0.01312,0.04479,0.0616,0.14658,0.17565,0.11657,0.02877,-0.01232,0.10434,0.06715,0.07528,0.14541,0.09909,0.02699,0.1054,0.2478,0.12874,0.08965,-0.01187
PP_435,0.21453,-0.15412,0.17603,-0.04363,0.25871,-0.122,-0.00812,0.13729,-0.00876,0.06778,0.23255,0.1428,-0.13154,0.26206,0.06499,0.1017,0.14873,0.024,-0.05282,0.10602,0.12052,0.32127,0.24653,-0.1049,0.07374,0.10339,0.07498,0.19107,0.15516,0.10039,0.10362,0.20531,0.21905,0.15378,0.28036,0.07539
PP_436,0.22041,-0.16199,0.18082,-0.0469,0.26714,-0.12379,-0.004,0.14271,-0.00878,0.07195,0.23748,0.14249,-0.14093,0.26252,0.06501,0.10799,0.14864,0.0284,-0.05812,0.10962,0.12031,0.32566,0.24882,-0.10838,0.0703,0.10433,0.07658,0.18754,0.15946,0.10681,0.10294,0.21197,0.22361,0.1567,0.27939,0.06952
PP_437,0.21139,-0.15246,0.17094,-0.04445,0.2557,-0.11904,-0.01196,0.13273,-0.0104,0.06583,0.22727,0.14179,-0.13109,0.26071,0.06367,0.09644,0.14578,0.02254,-0.04977,0.10344,0.12043,0.3163,0.24264,-0.10355,0.07402,0.10214,0.07343,0.19086,0.15137,0.09689,0.10217,0.20236,0.21681,0.1515,0.27819,0.0758
PP_438,0.20342,-0.17079,0.24157,-0.03755,0.29139,-0.12275,0.00023,0.20516,-0.0034,-0.05085,0.20027,0.16941,-0.17827,0.09726,0.05758,0.2034,0.11289,0.10082,-0.00035,0.05205,0.07463,0.19998,0.16026,0.00151,0.02645,-0.04249,0.12241,0.1152,0.08244,0.11649,0.15051,0.22904,0.21832,0.15677,0.17396,-0.00624
PP_443,-0.1881,0.03543,-0.27126,0.01167,-0.03285,-0.07132,-0.30338,-0.31603,-0.10622,-0.04451,-0.10687,-0.10754,-0.0478,0.1735,-0.15706,-0.34146,-0.03377,-0.26791,-0.09709,-0.13294,0.01611,0.09199,0.09607,-0.17015,0.05314,0.01492,-0.36021,0.13068,-0.02538,-0.28486,0.03019,-0.12603,-0.01124,0.05042,-0.00606,0.163
PP_446,-0.1881,0.03543,-0.27126,0.01167,-0.03285,-0.07132,-0.30338,-0.31603,-0.10622,-0.04451,-0.10687,-0.10754,-0.0478,0.1735,-0.15706,-0.34146,-0.03377,-0.26791,-0.09709,-0.13294,0.01611,0.09199,0.09607,-0.17015,0.05314,0.01492,-0.36021,0.13068,-0.02538,-0.28486,0.03019,-0.12603,-0.01124,0.05042,-0.00606,0.163
PP_454,0.15744,0.44138,-0.10041,0.18474,-0.07313,0.00895,0.0329,-0.07297,0.1303,-0.01833,0.1529,0.11197,0.42862,0.17175,0.25487,0.12062,0.32168,0.01373,0.04768,0.02049,0.09156,0.20313,0.32273,0.05341,0.12234,0.09662,0.07242,0.56599,0.1606,0.09759,0.05135,-0.0253,-0.02039,-0.0629,0.40287,0.52682
PP_455,0.2226,-0.2773,0.36459,-0.16985,0.31875,-0.11412,0.0861,0.38583,-0.04483,0.04771,0.20472,0.16465,-0.28789,0.05031,0.00603,0.26513,0.12103,0.0718,-0.07905,0.08996,0.08185,0.1399,0.06187,-0.11713,-0.11317,0.02884,0.16788,-0.0077,0.08926,0.18676,-0.03584,0.28615,0.3426,0.22581,0.05391,-0.17519
PP_457,0.34061,-0.09676,-0.06358,-0.04188,0.10576,-0.02585,0.36644,0.00016,0.07075,0.00595,0.22043,0.1198,0.00359,0.09651,0.08982,0.3027,0.09934,0.12809,-0.01907,-0.00922,-0.02074,0.03462,0.01711,-0.02286,-0.08378,0.05182,0.37835,0.08068,0.01375,0.43185,-0.04058,0.04915,0.05422,-0.01647,-0.0075,-0.0101
PP_458,0.33053,-0.09237,-0.07094,-0.04123,0.1022,-0.0147,0.34962,-0.00981,0.0682,0.012,0.21033,0.1219,0.00313,0.09265,0.0813,0.29138,0.09863,0.11596,-0.01692,-0.00491,-0.0046,0.03846,0.01596,-0.02143,-0.07841,0.05854,0.36064,0.08018,0.01548,0.41217,-0.0415,0.04827,0.04801,-0.02391,-0.0156,-0.00607
PP_460,0.36402,-0.07295,-0.0523,-0.00618,0.10114,-0.0346,0.369,-0.00931,0.08118,0.00886,0.24692,0.1516,-0.00514,0.12241,0.09426,0.29124,0.13019,0.12056,-0.0075,0.00818,-0.01004,0.06529,0.06238,-0.01117,-0.05313,0.05678,0.37078,0.12914,0.02456,0.44744,-0.002,0.04078,0.05647,-0.01428,0.04416,0.03464
PP_462,0.11687,-0.27408,0.24428,-0.14195,0.19011,-0.12498,-0.04407,0.20466,-0.05023,0.01506,0.12159,0.07047,-0.30958,0.06739,-0.07806,0.07397,0.05007,-0.04897,-0.03323,0.05775,0.07449,0.12885,0.04654,-0.09063,-0.06112,0.01376,0.02935,-0.02774,0.07257,0.05655,-0.03765,0.13734,0.25009,0.1379,0.05725,-0.1409
PP_463,0.33624,-0.09941,-0.06955,-0.05643,0.0965,-0.02822,0.35784,-0.00115,0.06636,0.00555,0.22165,0.11096,0.00644,0.10979,0.08358,0.29744,0.08519,0.14067,-0.02145,-0.02051,-0.03381,0.02778,0.01749,-0.02726,-0.09585,0.04469,0.37523,0.07493,0.01104,0.43038,-0.03428,0.04652,0.04691,-0.00758,-0.00937,-0.0166
PP_465,0.34685,-0.0999,-0.05441,-0.0454,0.11233,-0.0298,0.37094,0.01195,0.07902,0.0142,0.23614,0.12087,0.00358,0.10896,0.09477,0.30989,0.10525,0.13815,-0.01717,-0.00664,-0.01578,0.04518,0.03125,-0.02229,-0.08665,0.05395,0.3882,0.08541,0.0246,0.44104,-0.04082,0.0563,0.06682,-0.00969,0.01872,-0.0103
PP_467,0.20969,-0.16025,0.32112,-0.04998,0.29166,-0.08606,-0.01257,0.31902,0.02234,0.10728,0.28363,0.15254,-0.15191,0.19867,0.11106,0.23016,0.16711,0.12369,-0.10536,0.16977,0.14843,0.30822,0.20929,-0.10985,0.07268,0.0902,0.13344,0.08663,0.18781,0.12479,0.07327,0.32085,0.29569,0.189,0.29384,-0.04073
PP_468,0.30275,-0.04773,-0.10869,-0.00372,0.06994,0.02134,0.35396,-0.03845,0.10378,0.024,0.21737,0.12857,0.03589,0.10735,0.08025,0.26539,0.10881,0.10842,0.01027,0.00312,0.01832,0.03869,0.02496,0.01237,-0.0468,0.08594,0.34651,0.07418,0.03928,0.39852,-0.05751,0.00031,0.04494,0.00325,-0.00393,0.01964
PP_469,0.26938,-0.24751,0.34089,-0.0955,0.31811,-0.09115,0.08831,0.33304,-0.01487,0.09181,0.27576,0.18376,-0.23256,0.16052,0.05934,0.27962,0.15966,0.09178,-0.09594,0.1795,0.07726,0.2441,0.14752,-0.10543,0.01085,0.08002,0.17533,0.00877,0.14455,0.169,0.00133,0.31962,0.34061,0.20621,0.16189,-0.10652
PP_472,0.12493,0.19899,-0.00534,0.24567,-0.06261,0.10859,0.24541,-0.00131,-0.11789,0.05751,-0.23774,-0.19156,0.07951,0.01488,-0.13346,-0.06545,0.02503,-0.1579,-0.044,-0.05391,-0.16426,0.04878,0.03343,-0.02797,0.00354,0.13954,-0.03168,0.00091,-0.1738,0.19308,0.13185,-0.05425,-0.07325,0.10412,-0.07216,0.05189
PP_473,0.12733,0.1948,-0.00526,0.243,-0.0601,0.10383,0.24779,-0.00128,-0.12021,0.05373,-0.23532,-0.19604,0.07632,0.02086,-0.13363,-0.06327,0.02603,-0.15131,-0.04454,-0.05725,-0.1654,0.04683,0.03024,-0.02872,0.00315,0.13943,-0.02829,-0.00608,-0.17745,0.19226,0.13605,-0.05156,-0.07607,0.10222,-0.07457,0.04956
PP_475,0.18853,0.32745,0.06008,0.16596,0.03916,-0.01542,0.07698,0.10416,0.1555,0.01886,0.18025,0.14342,0.37032,0.1262,0.34287,0.20124,0.33538,0.07699,0.10868,0.08886,0.0893,0.21151,0.28561,0.11911,0.14722,0.06253,0.17308,0.42272,0.17864,0.15204,0.04378,0.0571,0.12536,0.04806,0.37253,0.39398
PP_476,0.36233,-0.13281,0.40962,0.18258,0.32896,-0.02155,0.21084,0.41447,0.09958,-0.03305,0.20293,0.18329,-0.26313,-0.0579,0.08023,0.27307,0.08689,0.40295,0.10856,0.25237,0.13412,0.13329,0.03981,0.15704,0.10298,-0.00678,0.36856,0.02313,0.12207,0.30501,0.17056,0.29879,0.12229,0.04077,0.1049,-0.16387
PP_477,0.02938,-0.2159,0.14505,-0.20874,0.22818,-0.04397,-0.01968,0.15922,-0.0694,0.13397,0.11573,0.07526,-0.18863,0.11729,-0.01523,0.09083,0.0254,-0.07757,-0.09275,-0.01343,0.07356,0.08662,0.04935,-0.18257,-0.05452,0.09236,-0.00583,-0.07075,0.05648,0.003,-0.09624,0.11797,0.22804,0.15675,-0.01561,-0.07209
PP_480,0.27028,-0.23174,0.24829,-0.03631,0.31139,-0.16284,0.11855,0.21392,-0.03631,-0.10464,0.1625,0.13981,-0.2923,-0.04916,-0.0086,0.20681,0.05751,0.1703,0.00066,0.03855,0.03225,0.11942,0.03022,-0.04755,-0.02762,-0.08588,0.16632,-0.0327,-0.01979,0.17053,0.25792,0.3237,0.12042,0.07268,0.06178,-0.1768
PP_481,0.32726,-0.27552,0.42107,-0.05018,0.38003,-0.13649,0.11292,0.40125,0.00129,-0.01324,0.30683,0.21315,-0.30649,0.04603,0.09386,0.31971,0.12363,0.2093,-0.01016,0.1547,0.07637,0.21974,0.13318,-0.02054,0.00536,-0.00756,0.26529,0.03869,0.12784,0.23688,0.09658,0.35319,0.28715,0.19344,0.17107,-0.14506
PP_482,0.14895,0.41583,-0.06933,0.18756,-0.09376,-0.00384,0.03356,-0.06223,0.11115,-0.02933,0.12172,0.10702,0.38851,0.11838,0.25405,0.09814,0.33815,0.0289,0.0556,0.02037,0.07333,0.18931,0.32442,0.06716,0.11425,0.07536,0.07182,0.56369,0.13039,0.10598,0.07049,-0.03767,0.0235,0.00921,0.41737,0.5072
PP_484,-0.25999,0.19282,-0.37325,-0.01565,-0.25488,0.04739,-0.22498,-0.37729,0.00641,0.00194,-0.18964,-0.09026,0.17238,0.0984,-0.11591,-0.29809,-0.01167,-0.30594,0.00425,-0.1507,0.0381,-0.06823,0.00465,-0.07821,-0.01288,0.01176,-0.29876,0.03284,-0.04245,-0.25441,-0.13586,-0.25667,-0.10592,-0.02037,-0.0931,0.1789
PP_486,-0.11998,-0.11327,0.04851,-0.0876,0.06857,-0.01532,-0.12094,0.04216,0.01034,-0.02402,-0.09972,-0.07338,-0.11447,0.05185,-0.12811,-0.07008,-0.04519,-0.17436,0.03626,-0.06758,0.0458,-0.04576,-0.05421,-0.00435,-0.08745,-0.03695,-0.13509,-0.12384,-0.02244,-0.11136,-0.07722,-0.08272,0.14772,0.16642,-0.17218,-0.12222
PP_495,-0.24512,0.2341,-0.29305,0.01637,-0.21688,0.09416,-0.17082,-0.29209,-0.00148,0.00588,-0.22215,-0.13888,0.18636,-0.01975,-0.12797,-0.25626,-0.05156,-0.22235,0.03619,-0.12976,0.03167,-0.14947,-0.08357,-0.01149,-0.05419,0.02677,-0.25113,-0.01465,-0.05011,-0.21554,-0.0772,-0.23165,-0.09209,0.00108,-0.14201,0.12123
PP_497,-0.1039,-0.002,-0.01733,-0.06944,-0.00354,0.01094,-0.04446,0.03121,0.00553,0.06819,-0.07528,-0.08625,0.1162,-0.00122,0.06563,-0.01707,-0.00446,-0.11907,0.02308,-0.03707,0.04469,-0.06055,0.00081,-0.01363,-0.03882,0.04991,-0.0729,-0.08006,0.01728,-0.09385,-0.18681,-0.08479,0.12501,0.06465,-0.08339,-0.04103
PP_498,-0.0326,0.03025,-0.02345,-0.05864,0.0876,-0.03034,-0.04959,0.01251,0.01719,0.03245,0.01064,-0.06288,0.13905,0.12344,0.13874,0.02126,0.04725,-0.09893,0.02619,-0.02715,0.05722,0.04493,0.10101,-0.04865,-0.00619,0.07535,-0.0345,0.04973,0.05869,-0.05962,-0.08775,0.03191,0.13963,0.06122,0.07887,0.06504
PP_499,0.19518,-0.02579,0.26385,0.01643,0.25745,-0.09902,0.09128,0.3025,0.05564,0.08255,0.21996,0.11792,0.02824,0.08376,0.21151,0.26,0.21194,0.0933,0.00277,0.11305,0.06058,0.20796,0.15921,-0.00981,0.0721,0.06585,0.2078,0.10556,0.16932,0.12953,-0.00911,0.21315,0.22815,0.10412,0.20195,0.0071
PP_500,0.29578,-0.25712,0.38103,-0.05026,0.38035,-0.13335,0.06667,0.34539,0.00159,-0.00595,0.28349,0.20709,-0.28639,0.08131,0.076,0.2795,0.1382,0.16625,-0.01145,0.1354,0.101,0.24031,0.16022,-0.0279,0.01912,0.01163,0.21472,0.06609,0.1386,0.19688,0.10511,0.33126,0.2989,0.20491,0.16269,-0.11419
PP_501,0.02928,-0.21498,0.14362,-0.20697,0.22915,-0.04948,-0.02165,0.15688,-0.0678,0.13364,0.11443,0.07551,-0.18624,0.11873,-0.01185,0.08809,0.02663,-0.07428,-0.09313,-0.01282,0.07307,0.09135,0.05321,-0.18314,-0.05245,0.09326,-0.0049,-0.06751,0.05737,0.00245,-0.09605,0.11823,0.22651,0.15405,-0.01411,-0.06958
PP_504,0.18652,-0.1523,0.19215,0.00023,0.25296,-0.08749,0.00748,0.15714,0.02546,-0.0616,0.19451,0.18914,-0.16721,0.08186,0.0198,0.17293,0.13755,0.08859,0.03181,0.10548,0.10037,0.22614,0.1649,0.02993,0.05309,-0.02324,0.12235,0.10538,0.09675,0.11254,0.10734,0.18677,0.17872,0.12277,0.12665,0.00203
PP_505,-0.08093,-0.04223,0.00338,-0.08333,0.02542,-0.02751,-0.02275,0.00021,-0.08925,0.07054,-0.02478,-0.00847,-0.10781,0.00166,-0.06988,-0.07112,-0.02656,-0.11166,-0.10148,-0.04335,-0.02476,-0.03464,-0.05432,-0.12995,0.00135,0.03651,-0.05348,-0.04071,-0.03192,-0.04886,-0.10564,-0.07993,0.05131,0.03618,-0.1169,-0.05529
PP_506,-0.08077,-0.04232,0.00389,-0.08343,0.02601,-0.02766,-0.02251,0.00084,-0.08919,0.07071,-0.02492,-0.0084,-0.10776,0.00101,-0.06993,-0.07076,-0.02656,-0.11127,-0.10112,-0.04331,-0.02472,-0.03483,-0.05449,-0.12967,0.00111,0.03653,-0.05316,-0.04097,-0.03185,-0.04857,-0.10572,-0.07962,0.05174,0.03603,-0.11694,-0.0557
PP_507,0.14519,0.40718,-0.10755,0.18183,-0.09626,0.00037,0.03804,-0.09709,0.10135,-0.02448,0.13428,0.10172,0.39333,0.14067,0.22744,0.10279,0.34163,0.008,0.04488,-0.0061,0.06837,0.17515,0.33393,0.04823,0.12104,0.07845,0.06463,0.55077,0.10952,0.0903,0.0453,-0.04896,0.01143,0.00591,0.41448,0.51437
PP_508,0.02923,-0.21601,0.14496,-0.20833,0.22971,-0.04825,-0.02322,0.1585,-0.07023,0.13277,0.11456,0.07533,-0.18761,0.11742,-0.01348,0.09009,0.02574,-0.07596,-0.09399,-0.0131,0.07225,0.08999,0.05192,-0.18379,-0.05322,0.09291,-0.0052,-0.07065,0.05662,0.00226,-0.09613,0.11925,0.2273,0.1555,-0.01486,-0.07143
PP_510,0.02296,0.15269,-0.03599,0.18412,-0.01394,0.12156,0.07787,-0.04476,0.16883,0.01253,0.00104,0.10503,0.10003,0.03653,0.03919,0.01707,0.12017,0.05241,0.19051,0.17855,0.09264,0.03277,0.01053,0.1928,0.12157,-0.00873,0.09596,0.03819,0.07735,0.04734,0.07065,-0.01283,-0.07662,-0.04811,-0.0488,0.0691
PP_511,0.13455,0.11936,0.14105,0.17095,0.1265,-0.05451,0.08647,0.16559,0.03531,0.01092,0.00884,0.018,0.03508,-0.08658,0.15182,0.0263,0.08895,0.07182,0.06671,0.01177,0.06786,0.05473,0.06469,0.07629,0.02986,-0.04548,0.10767,0.02191,0.02097,0.08833,0.07841,0.06775,0.0987,0.01867,0.09279,-0.02711
PP_518,-0.17751,0.16916,-0.01601,0.07503,0.02113,0.09513,-0.16523,0.00036,0.07328,0.07087,-0.0872,-0.16105,0.0655,0.03094,0.04056,-0.21785,-0.00967,-0.17,0.15202,0.08296,0.00498,-0.07273,-0.13639,-0.02908,0.05046,0.02669,-0.12188,-0.23209,0.11764,-0.20758,-0.005,-0.08092,0.08147,0.21286,-0.05405,-0.11282
PP_519,0.01149,-0.01158,0.18254,0.02879,0.05477,0.02631,0.00438,0.2029,0.07676,0.15963,0.09935,0.04039,-0.09515,-0.00856,0.00502,-0.00357,0.01392,-0.03246,0.03317,0.05072,0.12256,0.07602,0.01077,0.03755,0.05681,0.11314,-0.0465,0.07141,0.1031,-0.03844,0.05305,0.0648,0.12042,0.08126,0.05976,0.01935
PP_520,0.01151,-0.01155,0.18289,0.02881,0.05493,0.026,0.00415,0.20307,0.07649,0.15921,0.09946,0.04062,-0.09515,-0.00788,0.00532,-0.00351,0.01396,-0.0325,0.0333,0.05071,0.12251,0.07611,0.01076,0.03768,0.05725,0.11284,-0.04645,0.0713,0.10297,-0.03855,0.05287,0.06488,0.12099,0.08156,0.05955,0.01918
PP_521,0.01151,-0.01155,0.18289,0.02881,0.05493,0.026,0.00415,0.20307,0.07649,0.15921,0.09946,0.04062,-0.09515,-0.00788,0.00532,-0.00351,0.01396,-0.0325,0.0333,0.05071,0.12251,0.07611,0.01076,0.03768,0.05725,0.11284,-0.04645,0.0713,0.10297,-0.03855,0.05287,0.06488,0.12099,0.08156,0.05955,0.01918
PP_522,0.01151,-0.01156,0.18289,0.02881,0.05494,0.02603,0.00415,0.20308,0.07652,0.15921,0.09946,0.04065,-0.09517,-0.00787,0.00533,-0.00352,0.01398,-0.0324,0.03334,0.05069,0.12256,0.07613,0.01076,0.03772,0.05727,0.11284,-0.04642,0.07133,0.10297,-0.03855,0.05287,0.06488,0.12099,0.08156,0.05955,0.01917
PP_523,0.01155,-0.01131,0.18288,0.029,0.05493,0.02596,0.00401,0.20303,0.07642,0.15933,0.09936,0.04069,-0.09488,-0.00745,0.00549,-0.00369,0.01417,-0.03272,0.03318,0.0505,0.12251,0.07609,0.01094,0.03753,0.05753,0.11305,-0.04646,0.07137,0.10297,-0.03861,0.05288,0.06495,0.12113,0.08158,0.05966,0.0194
